lead_id,customer_id,campaign_id,lead_date,lead_source,landing_page,discount_offered_pct,lead_score,observed_region,converted_30d,conversion_date,acquisition_cost_usd,discount_pct,age,gender,income_band,loyalty_tier,avg_pages_viewed,avg_time_on_site,total_add_to_cart,total_checkout_started,total_sessions,total_revenue,preferred_device,predicted_prob,priority_tier
L503221,C101911,MKT2032,2025-11-13,Google,/landing-b,0,55.0,North West,False,,12.36,0.0,26.0,male,Lower-Middle,silver,6.0,258.6666666666667,1.0,0.0,3.0,0.0,desktop,0.13333333333333333,Low
L503222,C101795,MKT2031,2025-10-29,Meta,/bundle-offer,0,62.0,South South,True,2025-11-02,15.1,0.0,34.0,male,Middle,gold,5.666666666666667,235.66666666666663,3.0,0.0,6.0,0.0,desktop,0.8466666666666667,High
L503223,C100296,MKT2003,2025-02-09,CRM,/quiz,5,32.0,South West,False,,1.0,5.0,29.0,non-binary,Low,bronze,6.571428571428571,158.83333333333334,3.0,3.0,7.0,0.0,desktop,0.1,Low
L503224,C100488,MKT2021,01-04-2026,Partner,/bundle-offer,10,23.0,North Central,True,2026-01-25,14.06,10.0,27.0,female,Low,gold,5.0,235.8571428571429,1.0,0.0,7.0,0.0,mobile,0.78,High
L503225,C100123,MKT2022,2025-07-22,CRM,/new-arrivals,15,17.0,North West,True,,1.0,15.0,18.0,male,Lower-Middle,bronze,6.5,220.0,6.0,4.0,10.0,160.1,desktop,0.6733333333333333,High
L503226,C102166,MKT2012,2025-06-15,Partner,/landing-b,5,22.0,North Central,True,2025-07-05,13.25,5.0,39.0,female,Middle,silver,5.7,254.9,2.0,1.0,10.0,76.43,mobile,0.7133333333333334,High
L503227,C100279,MKT2007,03-16-2025,Creator,/landing-a,0,20.0,North West,True,12/04/2025,USD 19.58,0.0,20.0,female,Middle,bronze,3.2857142857142856,232.71428571428572,1.0,0.0,7.0,45.2,tablet,0.7533333333333333,High
L503228,C102059,MKT2005,2025/03/11,Meta,/bundle-offer,0,36.0,South East,False,,13.92,0.0,45.0,female,Lower-Middle,silver,5.7,266.3,5.0,2.0,10.0,95.65,mobile,0.49333333333333335,Medium
L503229,C101954,MKT2010,04-07-2025,Google,/new-arrivals,0,27.0,North Central,True,2025-04-14,17.35,0.0,32.0,male,Middle,silver,4.75,217.0,1.0,0.0,5.0,39.1,mobile,0.38666666666666666,Medium
L503230,C100772,MKT2033,2025-11-02,Programmatic,/bundle-offer,20,58.0,South West,True,11-20-2025,8.78,20.0,38.0,male,Upper-Middle,silver,4.444444444444445,162.77777777777777,1.0,1.0,9.0,61.36,desktop,0.7666666666666667,High
L503231,C102126,MKT2009,2025-04-12,Creator,/bundle-offer,15,35.0,South West,False,,$21.94,15.0,37.0,female,Upper-Middle,bronze,5.9,189.9,5.0,4.0,10.0,205.96,mobile,0.18666666666666668,Low
L503232,C100113,MKT2035,2025-12-03,Google,/landing-a,20,59.0,South South,False,,USD 19.83,20.0,35.0,female,Low,gold,4.571428571428571,245.57142857142856,3.0,2.0,7.0,21.11,desktop,0.16,Low
L503233,C100360,MKT2005,2025-02-28,Meta,/promo-summer,5,20.0,South West,True,2025-03-18,18.73,5.0,18.0,female,Lower-Middle,bronze,4.2,212.0,2.0,1.0,5.0,111.13,desktop,0.7466666666666667,High
L503234,C101041,MKT2027,2025-04-15,Google,/new-arrivals,10,23.0,North West,False,,16.09,10.0,30.0,male,Low,bronze,7.0,241.0,1.0,0.0,1.0,0.0,desktop,0.21333333333333335,Low
L503235,C101913,MKT2018,"Jul 11, 2025",Meta,/landing-a,10,24.0,South South,False,,16.93,10.0,39.0,female,Lower-Middle,bronze,6.666666666666667,233.5,2.0,0.0,6.0,148.26999999999998,mobile,0.16666666666666666,Low
L503236,C102104,MKT2003,2025-02-08,CRM,/landing-a,0,62.0,South South,False,,$10.22,0.0,29.0,female,Middle,platinum,5.5,172.6,4.0,2.0,10.0,0.0,mobile,0.3466666666666667,Medium
L503237,C102125,MKT2014,2025-10-05,google,/landing-b,5,29.0,South West,True,2025-10-12,16.08,5.0,20.0,female,Low,bronze,5.0,192.5,6.0,2.0,10.0,0.0,tablet,0.7133333333333334,High
L503238,C101742,MKT2007,2025-03-15,Creator,/landing-a,20,21.0,North West,False,,21.34,20.0,26.0,male,Low,bronze,4.625,204.25,2.0,1.0,8.0,83.84,mobile,0.15333333333333332,Low
L503239,C100243,MKT2015,2025-05-22,Google,/landing-a,10,0.0,South East,False,,$13.44,10.0,55.0,female,Middle,silver,6.4,256.0,6.0,0.0,10.0,33.84,desktop,0.08,Low
L503240,C100280,MKT2018,2025-08-09,Meta,/landing-a,5,27.0,South West,False,,9.51,5.0,45.0,female,Low,silver,6.0,243.6,2.0,1.0,10.0,0.0,mobile,0.12666666666666668,Low
L503241,C102092,MKT2000,2025-05-29,Meta,/quiz,10,19.0,South West,False,,20.82,10.0,32.0,male,Upper-Middle,bronze,6.666666666666667,144.66666666666666,2.0,0.0,6.0,118.01,desktop,0.31333333333333335,Low
L503242,C101108,MKT2022,2025-08-06,CRM,/quiz,15,32.0,North Central,True,"Aug 16, 2025",USD 6.05,15.0,33.0,male,Middle,bronze,5.0,240.375,1.0,0.0,8.0,12.94,desktop,0.7666666666666667,High
L503243,C102290,MKT2006,03-03-2025,Meta,/quiz,10,19.0,North West,False,,23.06,10.0,24.0,male,Upper-Middle,gold,5.090909090909091,267.27272727272725,4.0,1.0,11.0,-1.3100000000000005,mobile,0.10666666666666667,Low
L503244,C102285,MKT2012,2025-05-08,Partner,/landing-b,15,46.0,South West,False,,10.52,15.0,30.0,male,Middle,gold,4.583333333333333,244.08333333333337,2.0,1.0,12.0,72.43,tablet,0.12666666666666668,Low
L503245,C101899,MKT2026,2025-08-31,Google,/bundle-offer,10,9.0,South West,False,,20.96,10.0,39.0,female,Lower-Middle,bronze,4.444444444444445,255.22222222222223,3.0,2.0,9.0,235.22,mobile,0.2733333333333333,Low
L503246,C100838,MKT2018,2025-07-15,Meta,/landing-b,10,33.0,South South,True,07-15-2025,12.2,10.0,21.0,female,Middle,bronze,7.75,262.0,2.0,1.0,4.0,0.0,tablet,0.32,Low
L503247,C100626,MKT2000,2025-03-05,Meta,/new-arrivals,0,50.0,South East,False,,7.38,0.0,38.0,male,Upper-Middle,bronze,6.0,254.71428571428572,3.0,2.0,7.0,0.0,mobile,0.1,Low
L503248,C102020,MKT2002,2025-02-16,Google,/new-arrivals,15,70.0,South West,False,,16.36,15.0,34.0,male,Lower-Middle,gold,5.444444444444445,200.22222222222223,4.0,1.0,9.0,0.0,mobile,0.5,Medium
L503249,C102195,MKT2023,2025-08-18,CRM,/promo-summer,15,32.0,South West,True,2025-08-28,11.35,15.0,35.0,female,Middle,bronze,6.5,144.0,1.0,1.0,2.0,0.0,mobile,0.7,High
L503250,C102291,,2025-09-30,Meta,/landing-a,10,37.0,South South,False,,USD 5.73,10.0,46.0,male,Middle,silver,5.777777777777778,232.11111111111111,3.0,2.0,9.0,0.0,mobile,0.14666666666666667,Low
L503251,C101911,MKT2012,2025-05-19,Partner,/promo-summer,10,21.0,North West,False,,17.48,10.0,26.0,male,Lower-Middle,silver,6.0,258.6666666666667,1.0,0.0,3.0,0.0,desktop,0.08666666666666667,Low
L503252,C102117,MKT2002,2025/01/27,Google,/landing-b,10,43.0,South West,True,2025-02-06,21.18,10.0,36.0,female,High,bronze,5.5,155.16666666666666,3.0,2.0,6.0,94.48,desktop,0.44,Medium
L503253,C100630,MKT2013,2025-06-04,Meta,/landing-b,15,31.0,South West,False,,9.64,15.0,40.0,female,Lower-Middle,bronze,6.0,183.0,1.0,0.0,6.0,0.0,desktop,0.05333333333333334,Low
L503254,C100496,MKT2004,2025-09-02,Partner,/quiz,0,27.0,South West,True,"Sep 09, 2025",14.24,0.0,41.0,male,Lower-Middle,gold,5.142857142857143,205.8571428571429,2.0,2.0,7.0,28.42,desktop,0.3333333333333333,Medium
L503255,C101258,MKT2007,2025-03-10,Creator,/new-arrivals,0,46.0,North West,False,,21.87,0.0,34.0,male,Middle,silver,5.625,218.5,4.0,2.0,8.0,0.0,mobile,0.4266666666666667,Medium
L503256,C101776,MKT2004,2025-09-02,Partner,/new-arrivals,10,47.0,North West,True,2025-09-10,12.78,10.0,39.0,female,Low,platinum,5.857142857142857,159.14285714285714,2.0,1.0,7.0,0.0,mobile,0.82,High
L503257,C101832,MKT2026,2025-09-17,Google,/landing-b,0,53.0,South East,True,2025-10-17,16.04,0.0,34.0,male,Upper-Middle,platinum,5.181818181818182,177.9090909090909,4.0,3.0,11.0,23.07,tablet,0.7866666666666666,High
L503258,C100099,MKT2032,2025-10-26,Google,/landing-b,10,22.0,North West,False,,16.28,10.0,30.0,male,Low,bronze,6.5,163.77777777777777,1.0,0.0,9.0,66.87,mobile,0.08,Low
L503259,C101642,MKT2004,2025-09-03,Partner,/quiz,20,32.0,South South,False,,$12.52,20.0,18.0,female,Low,silver,5.1,284.6,5.0,3.0,10.0,44.95,mobile,0.18,Low
L503260,C101138,MKT2017,2025-06-18,Meta,/promo-summer,0,42.0,North Central,True,2025-06-30,14,0.0,44.0,male,Middle,bronze,5.545454545454546,149.54545454545453,4.0,0.0,11.0,0.0,mobile,0.7733333333333333,High
L503261,C100952,MKT2000,2025-06-05,Meta,/landing-b,10,37.0,South South,False,,1.25,10.0,32.0,female,Middle,silver,6.416666666666667,225.41666666666663,3.0,2.0,12.0,13.64,mobile,0.15333333333333332,Low
L503262,C101357,MKT2018,2025-09-04,Meta,/landing-b,0,11.0,South West,False,,11.18,0.0,18.0,female,Upper-Middle,bronze,5.333333333333333,261.0833333333333,3.0,1.0,12.0,0.0,desktop,0.18666666666666668,Low
L503263,C100636,MKT2012,2025-05-09,Partner,/landing-a,0,65.0,South West,True,2025-06-01,$10.26,0.0,41.0,female,Upper-Middle,gold,5.166666666666667,179.41666666666666,6.0,4.0,12.0,4.0,desktop,0.8066666666666666,High
L503264,C101435,MKT2024,04/09/2025,Creator,/bundle-offer,20,61.0,South South,True,2025-09-05,$13.21,20.0,33.0,female,Middle,gold,5.375,306.625,4.0,2.0,8.0,35.72,mobile,0.74,High
L503265,C101088,MKT2014,2025-10-14,Google,/landing-b,10,54.0,South South,True,21/10/2025,16.25,10.0,25.0,female,Low,platinum,5.6,186.6,4.0,3.0,10.0,82.66,mobile,0.5533333333333333,Medium
L503266,C100589,MKT2017,2025-06-14,Meta,/bundle-offer,20,18.0,South East,False,,$9.80,20.0,40.0,male,Low,silver,5.166666666666667,146.83333333333334,2.0,0.0,6.0,20.3,desktop,0.10666666666666667,Low
L503267,C100406,MKT2033,2025-11-01,Programmatic,/promo-summer,0,41.0,North Central,True,2025-11-28,8.37,0.0,38.0,male,Lower-Middle,platinum,5.857142857142857,193.28571428571428,2.0,1.0,7.0,0.0,mobile,0.8333333333333334,High
L503268,C101861,MKT2032,11-11-2025,Google,/promo-summer,0,27.0,South South,False,,19.55,0.0,36.0,female,Lower-Middle,bronze,5.571428571428571,242.57142857142856,5.0,2.0,7.0,112.77,mobile,0.07333333333333333,Low
L503269,C100247,MKT2028,2025-09-23,Google,/bundle-offer,15,5.0,North West,True,2025-10-02,17.51,15.0,55.0,male,Middle,bronze,5.857142857142857,245.71428571428572,6.0,2.0,14.0,85.69,mobile,0.4866666666666667,Medium
L503270,C101308,MKT2010,2025-04-12,Google,/quiz,20,57.0,South West,False,,19.24,20.0,32.0,male,High,silver,4.6,256.0,1.0,1.0,5.0,191.0,tablet,0.49333333333333335,Medium
L503271,C101165,MKT2019,2025-07-31,Meta,/promo-summer,0,5.0,South East,False,,9.11,0.0,44.0,male,Lower-Middle,bronze,5.875,249.875,4.0,2.0,8.0,178.34,desktop,0.56,Medium
L503272,C101431,MKT2002,2025-02-05,Google,/quiz,15,24.0,North West,False,,16.61,15.0,22.0,female,Middle,gold,4.555555555555555,247.88888888888889,3.0,0.0,9.0,54.21,mobile,0.04666666666666667,Low
L503273,C101847,MKT2034,2025-08-10,Meta,/quiz,0,48.0,South East,True,2025-09-06,19.41,0.0,34.0,male,Middle,bronze,7.0,173.0,1.0,1.0,2.0,75.54,desktop,0.22666666666666666,Low
L503274,C101498,MKT2018,2025-09-02,Meta,/landing-a,15,41.0,South West,True,2025-09-09,13.85,15.0,37.0,male,Lower-Middle,bronze,5.8,134.0,0.0,0.0,5.0,0.0,mobile,0.8,High
L503275,C100593,MKT2010,2025-04-17,Google,/promo-summer,10,54.0,North Central,False,,14.69,10.0,35.0,male,Middle,bronze,7.625,191.5,3.0,3.0,8.0,0.0,desktop,0.22666666666666666,Low
L503276,C101591,MKT2033,2025-11-20,Programmatic,/promo-summer,5,46.0,North Central,False,,11.89,5.0,46.0,female,Middle,gold,6.25,206.25,0.0,0.0,4.0,0.0,mobile,0.32,Low
L503277,C101485,MKT2007,2025-03-24,Creator,/landing-b,10,29.0,South South,False,,USD 25.68,10.0,30.0,male,Low,bronze,6.0,227.2,5.0,4.0,10.0,0.0,mobile,0.08,Low
L503278,C101813,MKT2003,2025-02-07,CRM,/landing-a,0,22.0,South South,False,,6.38,0.0,51.0,non-binary,Low,bronze,5.833333333333333,190.66666666666663,2.0,1.0,6.0,17.67,mobile,0.11333333333333333,Low
L503279,C100579,MKT2000,2025-05-10,Meta,/promo-summer,10,53.0,North Central,True,2025-06-02,16.58,10.0,37.0,female,Middle,gold,6.142857142857143,207.0,2.0,0.0,7.0,248.08,tablet,0.6933333333333334,High
L503280,C100780,MKT2011,04-13-2025,CRM,/landing-b,0,32.0,North West,True,2025-04-14,$5.37,0.0,41.0,male,High,bronze,5.6,275.4,1.0,1.0,5.0,73.36,mobile,0.8666666666666667,High
L503281,C101247,MKT2009,01/04/2025,Creator,/promo-summer,10,21.0,South West,False,,16.78,10.0,31.0,male,Middle,bronze,5.2,203.4,3.0,2.0,5.0,109.93,desktop,0.37333333333333335,Medium
L503282,C102356,MKT2013,2025-06-01,Meta,/landing-a,10,8.0,North Central,False,,19.62,10.0,47.0,female,Middle,bronze,4.555555555555555,187.0,5.0,3.0,9.0,112.48,desktop,0.14666666666666667,Low
L503283,C100059,MKT2029,2025-10-03,Google,/bundle-offer,0,5.0,North West,True,2025-10-14,21.74,0.0,36.0,female,Lower-Middle,gold,5.5,193.25,3.0,2.0,4.0,194.43,mobile,0.6866666666666666,High
L503284,C100006,MKT2026,30/08/2025,Google,/bundle-offer,0,26.0,South West,False,,16.65,0.0,25.0,female,Low,bronze,6.333333333333333,217.33333333333337,3.0,2.0,3.0,0.0,tablet,0.07333333333333333,Low
L503285,C101807,MKT2035,2025-11-23,Google,/landing-b,10,66.0,North Central,True,2025-12-09,$16.07,10.0,44.0,male,High,gold,6.0,195.4,1.0,1.0,5.0,116.3,desktop,0.8733333333333333,High
L503286,C100357,MKT2001,2025-01-24,Google,/quiz,5,60.0,North Central,True,2025-02-10,21.28,5.0,22.0,non-binary,High,gold,4.375,197.375,4.0,2.0,8.0,452.08,tablet,0.8266666666666667,High
L503287,C100982,MKT2012,2025-06-09,Partner,/quiz,10,11.0,North Central,True,2025-06-26,12.91,10.0,29.0,male,Middle,silver,5.666666666666667,263.0,2.0,0.0,6.0,144.65,mobile,0.36666666666666664,Medium
L503288,C101061,MKT2011,22/04/2025,CRM,/promo-summer,10,31.0,South West,False,,$5.05,10.0,27.0,female,Middle,bronze,5.25,228.875,0.0,0.0,8.0,27.8,mobile,0.08666666666666667,Low
L503289,C101080,MKT2003,"Feb 06, 2025",CRM,/quiz,15,52.0,South South,False,,7.67,15.0,41.0,female,Low,gold,5.333333333333333,263.3333333333333,2.0,1.0,6.0,0.0,desktop,0.15333333333333332,Low
L503290,C101694,MKT2030,2025-01-17,Programmatic,/landing-b,5,37.0,South South,False,,11.67,5.0,39.0,non-binary,Low,bronze,5.333333333333333,223.83333333333337,3.0,1.0,6.0,0.0,mobile,0.08666666666666667,Low
L503291,C101274,MKT2034,2025-10-07,Meta,/landing-b,10,29.0,South West,False,,9.42,10.0,41.0,female,Lower-Middle,platinum,6.083333333333333,286.5,4.0,0.0,12.0,0.0,desktop,0.36666666666666664,Medium
L503292,C101564,MKT2000,2025-05-27,Meta,/landing-a,5,22.0,North Cntrl,False,,17.02,5.0,24.0,male,Lower-Middle,bronze,7.0,211.0,2.0,1.0,5.0,0.0,mobile,0.15333333333333332,Low
L503293,C102035,MKT2006,2025-03-19,Meta,/quiz,0,45.0,North Central,False,,9.5,0.0,33.0,male,Lower-Middle,silver,5.125,110.125,3.0,2.0,8.0,0.0,mobile,0.12666666666666668,Low
L503294,C102271,MKT2035,2025-11-15,Google,/quiz,0,40.0,North Central,False,,25.22,0.0,18.0,male,High,bronze,5.5,173.33333333333334,0.0,0.0,6.0,0.0,mobile,0.12666666666666668,Low
L503295,C101386,MKT2026,2025-09-26,Google,/quiz,fifteen,33.0,South West,False,,16,0.0,37.0,female,Middle,bronze,4.6,152.8,5.0,2.0,10.0,0.0,mobile,0.10666666666666667,Low
L503296,C101360,MKT2013,2025-04-13,Meta,/promo-summer,0,39.0,North Central,True,2025/04/13,14.7,0.0,44.0,female,Upper-Middle,platinum,5.818181818181818,222.45454545454547,2.0,0.0,11.0,115.85,tablet,0.9466666666666667,High
L503297,C100643,MKT2009,2025-04-20,Creator,/landing-b,10,26.0,North Central,True,2025-05-18,22.21,10.0,30.0,female,Middle,gold,5.222222222222222,211.0,4.0,2.0,9.0,0.0,mobile,0.7866666666666666,High
L503298,C102007,MKT2020,"Apr 17, 2025",CRM,/quiz,15,60.0,South West,False,,USD 4.52,15.0,18.0,non-binary,Upper-Middle,gold,5.5,226.6,2.0,0.0,10.0,207.01,mobile,0.23333333333333334,Low
L503299,C100838,MKT2032,04/11/2025,Google,/new-arrivals,20,23.0,South South,False,,19.67,20.0,21.0,female,Middle,bronze,7.75,262.0,2.0,1.0,4.0,0.0,tablet,0.44,Medium
L503300,C100378,MKT2026,2025-09-16,Google,/promo-summer,10,69.0,South West,True,2025-09-27,15.28,10.0,29.0,male,Middle,gold,5.0,215.5,5.0,3.0,8.0,246.2,mobile,0.6866666666666666,High
L503301,C102098,MKT2009,2025-04-09,Creator,/landing-b,5,21.0,North West,False,,21.49,5.0,40.0,female,Upper-Middle,silver,5.5,220.42857142857144,5.0,2.0,14.0,35.27,mobile,0.47333333333333333,Medium
L503302,C100440,MKT2023,2025-08-29,CRM,/bundle-offer,0,48.0,South West,False,,11.63,0.0,39.0,female,Upper-Middle,gold,5.25,177.28571428571428,2.0,1.0,8.0,0.0,mobile,0.14666666666666667,Low
L503303,C101945,MKT2024,2025-08-21,Creator,/quiz,10,46.0,South West,False,,15.5,10.0,47.0,male,Middle,bronze,5.833333333333333,242.16666666666663,3.0,3.0,6.0,101.75,mobile,0.07333333333333333,Low
L503304,C101370,MKT2003,02-05-2025,CRM,/new-arrivals,10,52.0,South South,True,2025-02-25,$1.00,10.0,34.0,non-binary,Middle,silver,4.333333333333333,265.55555555555554,3.0,0.0,9.0,70.68,mobile,0.9,High
L503305,C101687,MKT2028,2025-09-23,google,/quiz,5,24.0,South West,False,,24.83,5.0,22.0,female,Low,bronze,6.777777777777778,257.1111111111111,1.0,0.0,9.0,193.24,mobile,0.06,Low
L503306,C101939,MKT2029,2025-10-24,Google,/new-arrivals,5,56.0,South South,True,03/11/2025,19.16,5.0,43.0,female,High,gold,4.25,198.25,2.0,0.0,4.0,314.66999999999996,desktop,0.43333333333333335,Medium
L503307,C101807,MKT2033,2025-11-19,Programmatic,/landing-a,10,57.0,North Central,False,,7.15,10.0,44.0,male,High,gold,6.0,195.4,1.0,1.0,5.0,116.3,desktop,0.6866666666666666,High
L503308,C101726,MKT2009,2025-03-28,Creator,/landing-a,0,19.0,North West,False,,17.32,0.0,18.0,male,Lower-Middle,silver,5.5,260.8333333333333,1.0,0.0,6.0,44.92,mobile,0.06666666666666667,Low
L503309,C101370,MKT2006,2025/03/11,Meta,/quiz,20,44.0,South South,False,,16.57,20.0,34.0,non-binary,Middle,silver,4.333333333333333,265.55555555555554,3.0,0.0,9.0,70.68,mobile,0.22666666666666666,Low
L503310,C101544,MKT2025,2025-09-23,Meta,/promo-summer,15,51.0,South West,False,,7,15.0,33.0,male,Middle,silver,6.428571428571429,199.8571428571429,2.0,0.0,7.0,0.0,mobile,0.12666666666666668,Low
L503311,C100896,MKT2026,2025-09-26,Google,/new-arrivals,0,33.0,North Central,True,2025-09-30,$28.09,0.0,38.0,male,Middle,bronze,5.666666666666667,156.5,3.0,2.0,6.0,0.0,tablet,0.7,High
L503312,C101251,MKT2028,22/09/2025,Google,/quiz,10,47.0,North Central,False,,19.17,10.0,31.0,female,Lower-Middle,bronze,6.0,277.0,3.0,1.0,9.0,45.2,mobile,0.3933333333333333,Medium
L503313,C100394,MKT2005,2025-02-23,Meta,/bundle-offer,5,13.0,North Central,False,,9.53,5.0,41.0,female,Lower-Middle,bronze,5.0,144.36363636363637,1.0,1.0,11.0,47.09,mobile,0.1,Low
L503314,C100297,MKT2035,2025-11-22,Google,/promo-summer,0,64.0,South West,False,,15.41,0.0,47.0,female,High,gold,5.6,234.6,2.0,1.0,10.0,71.65,desktop,0.19333333333333333,Low
L503315,C100237,MKT2012,2025-05-05,Partner,/promo-summer,15,74.0,South West,True,2025-05-30,USD 18.63,15.0,25.0,male,Upper-Middle,silver,5.666666666666667,235.44444444444449,5.0,3.0,9.0,0.0,mobile,0.8133333333333334,High
L503316,C101455,MKT2023,2025-08-14,CRM,/new-arrivals,10,23.0,North West,False,,11.64,10.0,45.0,female,Lower-Middle,silver,7.5,312.5,3.0,1.0,6.0,17.78,desktop,0.09333333333333334,Low
L503317,C100133,MKT2008,2025-03-20,Meta,/bundle-offer,20,39.0,South West,True,2025-04-10,USD 18.85,20.0,29.0,female,Lower-Middle,silver,5.333333333333333,195.55555555555551,3.0,2.0,9.0,77.14,mobile,0.84,High
L503318,C101851,MKT2016,2025-05-30,CRM,/landing-b,0,34.0,North West,True,2025-06-20,1.0,0.0,46.0,female,Low,bronze,6.833333333333333,313.3333333333333,3.0,2.0,6.0,23.3,mobile,0.42,Medium
L503319,C100331,MKT2003,2025-02-04,CRM,/bundle-offer,10,52.0,South West,True,2025-02-09,7.51,10.0,31.0,male,Middle,platinum,5.083333333333333,177.0,4.0,1.0,12.0,74.5,mobile,0.7466666666666667,High
L503320,C100615,MKT2014,2025-11-04,Google,/landing-b,10,53.0,North Central,True,2025-11-24,$20.34,10.0,38.0,male,Middle,bronze,6.0,201.45454545454547,6.0,5.0,11.0,0.0,mobile,0.30666666666666664,Low
L503321,C102220,MKT2002,2025-02-11,Google,/new-arrivals,0,45.0,South West,True,"Feb 12, 2025",USD 22.41,0.0,32.0,female,Upper-Middle,gold,5.5,193.08333333333337,5.0,2.0,12.0,0.0,mobile,0.78,High
L503322,C100343,MKT2004,2025-09-03,Partner,/landing-a,5,54.0,North West,False,,5.27,5.0,41.0,male,Upper-Middle,gold,5.75,165.0,4.0,1.0,8.0,0.0,mobile,0.24666666666666667,Low
L503323,C100790,MKT2005,2025-03-09,Meta,/promo-summer,10,39.0,South West,True,2025-03-29,15.52,10.0,22.0,female,Upper-Middle,silver,4.75,210.875,5.0,2.0,8.0,0.0,mobile,0.7733333333333333,High
L503324,C101234,MKT2017,"Jun 09, 2025",Meta,/quiz,15,31.0,South East,False,,14.31,15.0,38.0,female,Low,bronze,5.333333333333333,228.16666666666663,7.0,3.0,12.0,0.0,tablet,0.07333333333333333,Low
L503325,C101137,MKT2023,2025-08-08,CRM,/bundle-offer,0,74.0,South South,False,,1.0,0.0,26.0,female,Upper-Middle,gold,5.5,263.6666666666667,3.0,2.0,12.0,194.05,desktop,0.22,Low
L503326,C100948,MKT2030,2025-02-16,Programmatic,/landing-b,10,20.0,North West,False,,5.5,10.0,41.0,male,Upper-Middle,bronze,5.333333333333333,688.2,5.0,2.0,15.0,64.68,mobile,0.17333333333333334,Low
L503327,C101458,MKT2012,2025-05-13,Partner,/new-arrivals,0,31.0,North Central,True,2025-06-03,8,0.0,44.0,female,Lower-Middle,bronze,5.166666666666667,131.0,2.0,0.0,6.0,49.36,mobile,0.7,High
L503328,C100512,MKT2008,2025-03-24,Meta,/quiz,10,57.0,South South,False,,8.59,10.0,45.0,male,Upper-Middle,gold,5.25,272.875,3.0,1.0,8.0,0.0,mobile,0.14666666666666667,Low
L503329,C100219,MKT2003,16/02/2025,CRM,/quiz,5,55.0,South West,False,,12.6,5.0,34.0,non-binary,Lower-Middle,gold,5.833333333333333,287.0,4.0,2.0,6.0,0.0,mobile,0.18666666666666668,Low
L503330,C101876,MKT2020,2025-04-08,CRM,/promo-summer,10,31.0,South South,False,,12.15,10.0,34.0,female,Lower-Middle,bronze,5.5,229.71428571428572,7.0,6.0,14.0,0.0,mobile,0.19333333333333333,Low
L503331,C101861,MKT2012,2025-04-25,Partner,/new-arrivals,10,24.0,South South,False,,15.35,10.0,36.0,female,Lower-Middle,bronze,5.571428571428571,242.57142857142856,5.0,2.0,7.0,112.77,mobile,0.11333333333333333,Low
L503332,C100104,MKT2010,2025-05-19,Google,/bundle-offer,0,52.0,South South,True,2025-06-07,USD 15.82,0.0,36.0,female,High,gold,4.6,269.8,3.0,2.0,10.0,171.73,mobile,0.8,High
L503333,C100752,MKT2027,2025-04-11,Google,/landing-b,15,60.0,South West,True,2025-04-14,$25.61,15.0,45.0,male,Upper-Middle,gold,5.75,274.5,5.0,1.0,8.0,23.58,mobile,0.8333333333333334,High
L503334,C100253,MKT2020,2025-03-17,CRM,/new-arrivals,0,46.0,North Central,True,2025-04-08,$2.17,0.0,32.0,male,Lower-Middle,bronze,4.833333333333333,284.5,1.0,0.0,6.0,0.0,mobile,0.7333333333333333,High
L503335,C102253,MKT2003,02-17-2025,CRM,/quiz,20,49.0,South West,False,,1.23,20.0,36.0,male,Lower-Middle,bronze,6.333333333333333,247.83333333333337,2.0,2.0,6.0,89.06,mobile,0.21333333333333335,Low
L503336,C100419,MKT2000,2025-05-07,Meta,/promo-summer,10,28.0,South West,False,,$6.34,10.0,20.0,male,Middle,bronze,5.0,274.0,2.0,1.0,9.0,0.0,mobile,0.17333333333333334,Low
L503337,C101587,MKT2033,2025-11-20,Programmatic,/bundle-offer,20,34.0,South West,False,,8.03,20.0,29.0,male,Low,bronze,5.111111111111111,255.77777777777777,1.0,1.0,9.0,96.8,mobile,0.08,Low
L503338,C100756,MKT2023,2025-08-01,CRM,/landing-b,0,32.0,South West,True,2025-08-07,2.44,0.0,45.0,male,Middle,silver,5.363636363636363,240.83333333333337,6.0,1.0,12.0,0.0,mobile,0.8,High
L503339,C101260,MKT2011,2025-04-27,CRM,/quiz,15,45.0,South West,True,2025-05-05,USD 5.82,15.0,35.0,non-binary,Upper-Middle,bronze,6.6,273.0,8.0,5.0,10.0,0.0,desktop,0.7733333333333333,High
L503340,C101609,MKT2031,2025-10-17,Meta,/bundle-offer,10,47.0,North Central,True,2025-10-23,12.89,10.0,29.0,female,Lower-Middle,silver,4.333333333333333,268.0,0.0,0.0,3.0,41.15,mobile,0.8133333333333334,High
L503341,C100990,MKT2029,2025-10-29,Google,/quiz,10,15.0,South South,False,,$17.23,10.0,46.0,female,Middle,bronze,6.5,247.1,5.0,1.0,10.0,50.1,mobile,0.23333333333333334,Low
L503342,C102270,MKT2006,2025-03-03,Meta,/landing-a,10,44.0,South South,True,2025-03-03,13.56,10.0,29.0,male,Middle,bronze,5.615384615384615,242.30769230769232,7.0,2.0,13.0,104.39,desktop,0.7866666666666666,High
L503343,C100939,MKT2024,2025-09-12,Creator,/new-arrivals,10,32.0,South West,False,,$25.68,10.0,25.0,male,Lower-Middle,bronze,6.0,345.0,4.0,0.0,8.0,19.27,mobile,0.07333333333333333,Low
