customer_id,gender,age,city,region,signup_date,preferred_device,loyalty_tier,email_opt_in,income_band
C101209,Female,33,Kano,North West,2024-08-03,Mobile,Bronze,Yes,Middle
C101210,Male,33,Kaduna,North West,2025-12-13,Mobile,Silver,No,Low
C101211,Male,33,Abuja,North Central,2024-04-02,Desktop,Gold,Yes,Low
C101212,Female,38,Lagos,South West,2024-01-05,Mobile,Silver,Yes,High
C101213,Male,24,Benin City,South South,2024-01-24,Desktop,Bronze,Yes,Upper-Middle
C101214,Non-binary,36,Benin City,South South,2025-11-07,Desktop ,Bronze,No,Upper-Middle
C101215,Male,43,Kaduna,North West,2024-01-12,Mobile,Bronze,Yes,Lower-Middle
C101216,Female,40,Abuja,North Central,2025-11-26,Mobile,Bronze,Yes,High
C101217,Male,43,Enugu,South East,2024-10-05,Mobile,Bronze,Yes,Upper-Middle
C101218,Male,31,Kaduna,North West,2025-01-09,Mobile,Gold,Yes,Middle
C101219,Female,32,Enugu,South East,2024-04-28,Desktop,Bronze,Yes,Lower-Middle
C101220,Male,50,Kaduna,North West,2024-11-27,Mobile,Bronze,Yes,Lower-Middle
C101221,Female,38,Kano,North West,2024-12-22,Mobile,Gold,Yes,Low
C101222,Female,35,Benin City,South South,2024-03-02,Mobile,Bronze,Yes,Lower-Middle
C101223,Male,42,Enugu,South East,2025-09-13,Mobile,Bronze,Yes,Middle
C101224,Male,25,Abuja,North Central,2024-05-30,Desktop,Silver,Yes,Middle
C101225,Female,32,Kano,North West,2024-11-20,Tablet,Bronze,Yes,Lower-Middle
C101226,Female,37,Kaduna,North West,2025-02-03,Tablet,Bronze,Yes,Middle
C101227,Male,32,Kaduna,North West,2024-09-14,Mobile,Gold,Yes,Middle
C101228,Male,47,Lagos,South West,2025-11-14,Mobile,Silver,Yes,Middle
C101229,Female,37,Abuja,North Central,2025-03-14,Desktop,Gold,Yes,Low
C101230,Female,41,Jos,North Central,2024-03-25,Mobile,Silver,Yes,Low
C101231,Male,26,Kaduna,North West,2024-01-19,Desktop,Silver,Yes,Middle
C101232,Male,33,Lagos,South West,2024-01-15,Mobile,Gold,No,Middle
C101233,Female,33,Ibadan,South West,2024-03-07,Mobile,Gold,Yes,Upper-Middle
C101234,Female,38,Enugu,South East,"Aug 04, 2025",Tablet,Bronze,Yes,Low
C101235,Male,37,Enugu,South East,2024-02-28,Tablet,Gold,Yes,Middle
C101236,Female,33,Ibadan,South West,2025-08-24,Desktop,Silver,Yes,Upper-Middle
C101237,male,38,Lagos,South West,2025-02-20,Mobile,Bronze,No,Upper-Middle
C101238,Female,52,Lagos,South West,2025-06-14,Mobile,Bronze,Yes,Upper-Middle
C101239,Male,33,Lagos,South West,2024-09-26,Mobile,Gold,No,Middle
C101240,Female,27,Lagos,South West,2025-08-27,Mobile,Silver,Yes,Upper-Middle
C101241,Male,44,Lagos,South West,2024-08-17,Desktop,Silver,Yes,Middle
C101242,Female,46,Kano,North West,02-01-2025,Mobile,Gold,Yes,Lower-Middle
C101243,Non-binary,35,Kano,North West,2025-08-01,Mobile,Gold,Yes,Middle
C101244,Female,42,Ibadan,South West,2025-02-12,Desktop,Bronze,Yes,Low
C101245,Male,18,Jos,North Central,2024-07-25,Mobile,Silver,Yes,Upper-Middle
C101246,Female,37,Lagos,South West,2025-02-16,Mobile,Bronze,Yes,Low
C101247,Male,31,Lagos,South West,2024-07-02,Desktop,Bronze,Yes,Middle
C101248,Male,53,Benin City,South South,09-07-2024,Mobile,Gold,Yes,Lower-Middle
C101249,Female,35,Ibadan,South West,05-16-2025,Mobile,Platinum,Yes,Lower-Middle
C101250,Female,50,Lagos,South West,2025-10-19,Desktop,Platinum,Yes,High
C101251,Female,31,Jos,North Central,2025/10/23,Mobile,Bronze,Yes,Lower-Middle
C101252,Male,31,Kano,North West,2024-10-14,Desktop,Bronze,No,Lower-Middle
C101253,Female,28,Benin City,South South,2025-04-26,Desktop,Silver,Yes,Middle
C101254,Female,23,Port Harcourt,South South,04-13-2025,Desktop,Bronze,Yes,Upper-Middle
C101255,Male,28,Benin City,South South,2025-07-23,Tablet,Silver,Yes,Upper-Middle
C101256,Female,43,Lagos,South West,2024-07-12,Desktop ,Silver,No,High
C101257,Non-binary,19,Abuja,North Central,2024-03-05,Desktop,Bronze,Yes,Middle
C101258,Male,34,Kano,North West,08-02-2025,Mobile,Silver,Yes,Middle
C101259,Female,43,Benin City,South South,2024-05-10,Mobile,Bronze,Yes,Upper-Middle
C101260,Non-binary,35,Ibadan,South West,19/12/2025,Desktop,Bronze,Yes,Upper-Middle
C101261,Female,38,Lagos,South West,2025-07-02,Desktop,Bronze,Yes,Lower-Middle
C101262,Female,36,Abuja,North Central,2025-08-09,Mobile,Bronze,Yes,Middle
C101263,Male,38,Calabar,South South,2025-10-23,Desktop,Gold,Yes,Low
C101264,Male,18,Calabar,South South,2024-06-11,Mobile,Silver,Yes,Lower-Middle
C101265,Female,47,Enugu,South East,2025-10-26,Mobile,Silver,Yes,Upper-Middle
C101266,Male,36,Lagos,South West,2024-03-18,Mobile,Bronze,Yes,Upper-Middle
C101267,Female,28,Lagos,South West,2025-06-09,Tablet,Platinum,Yes,Upper-Middle
C101268,Female,31,Lagos,South West,2025-07-26,Mobile,Gold,Yes,Upper-Middle
C101269,Female,32,Enugu,South East,2024-04-30,Desktop,Bronze,Yes,Low
C101270,Female,39,Lagos,South West,2024-08-30,Mobile,Gold,Yes,Lower-Middle
C101271,Female,23,Abuja,North Central,2025/05/08,Mobile,Gold,Yes,Middle
C101272,Female,22,Abuja,North Central,2025-08-10,Mobile,Silver,Yes,Middle
C101273,Female,21,Kaduna,North West,2025-08-29,Desktop,Bronze,No,Lower-Middle
C101274,Female,41,Ibadan,South West,2025-12-19,Desktop,Platinum,N,Lower-Middle
C101275,Male,25,Enugu,South East,2025-11-17,mobile,Bronze,0,Middle
C101276,Male,34,Lagos,South West,2025-05-21,Tablet,Gold,Yes,Upper-Middle
C101277,Female,23,Lagos,South West,2024-01-28,Mobile,Gold,Yes,Lower-Middle
C101278,Male,33,Enugu,South East,2024-11-12,Mobile,Bronze,Yes,Low
C101279,Male,29,Lagos,South West,2024-05-28,Mobile,Silver,Yes,High
C101280,Male,27,Kano,North West,2025-12-02,Mobile,Bronze,Yes,Lower-Middle
C101281,Male,43,Benin City,South South,2024-06-12,Desktop,Silver,Yes,Lower-Middle
C101282,Female,34,Lagos,South West,2024-08-11,Mobile,Bronze,Yes,Low
C101283,Male,25,Abuja,North Central,"Dec 11, 2025",Mobile,Gold,Yes,Low
C101284,Male,55,Kaduna,North West,2025-10-18,Mobile,Silver,Yes,Upper-Middle
C101285,Female,25,Lagos,South West,2024-12-16,Mobile,Bronze,Yes,Middle
C101286,Male,23,Calabar,South South,2025-09-20,Mobile,Bronze,Yes,Lower-Middle
C101287,Female,18,Lagos,South West,2024-04-20,Mobile,Bronze,No,Lower-Middle
C101288,Female,48,Lagos,South West,2025-10-14,Mobile,Bronze,Yes,Low
C101289,Male,35,Kano,North West,2025/10/12,Mobile,Gold,No,Low
C101290,Female,120,Lagos,South West,2024-12-21,Mobile,Bronze,No,Middle
C101291,Female,43,Calabar,South South,08-12-2024,Mobile,Silver,Yes,Low
C101292,Female,34,Port Harcourt,South South,2024-06-12,Mobile,Gold,Yes,Upper-Middle
C101293,Non-binary,40,Lagos,South West,2025-10-13,Mobile,Silver,Yes,Lower-Middle
C101294,Female,48,Lagos,South West,2024-09-30,Mobile,Bronze,Yes,Lower-Middle
C101295,Male,36,Benin City,South South,2024-04-13,Desktop,Silver,Yes,Lower-Middle
C101296,Female,41,Enugu,South East,2024-06-05,Mobile,Bronze,Yes,Middle
C101297,Male,35,Abuja,North Central,2025-09-28,Desktop,Silver,No,Middle
C101298,Female,35,Port Harcourt,South South,2024-09-11,Mobile,Gold,Yes,Middle
C101299,Male,46,Benin City,South South,02-22-2025,Mobile,Bronze,Yes,Lower-Middle
C101300,Male,39,Kano,North West,2025-06-19,Mobile,Silver,Yes,Lower-Middle
C101301,Female,36,Kaduna,North West,2025/03/01,Desktop,Bronze,No,Low
C101302,Female,18,Abuja,North Central,06-20-2024,Desktop,Silver,Yes,Middle
C101303,Female,25,Port Harcourt,South South,2025-04-26,Mobile,Bronze,Yes,Middle
C101304,Non-binary,27,Enugu,South East,"Dec 03, 2025",Mobile,Bronze,Yes,Low
C101305,Male,33,Jos,North Central,2024-11-02,Mobile,Gold,Yes,Lower-Middle
C101306,Male,37,Port Harcourt,South South,2025-05-04,Tablet,Gold,Yes,Low
C101307,Female,35,Calabar,South South,"Jul 15, 2024",Mobile,Bronze,Yes,Middle
C101308,Male,32,Lagos,South West,2024-02-13,Tablet,Silver,Yes,High
C101309,Female,37,Enugu,South East,2024-02-15,Mobile,Silver,Yes,Upper-Middle
C101310,Male,37,Jos,North Central,2024-10-26,Desktop,Bronze,Yes,Middle
C101311,Female,41,Benin City,South South,2025-11-18,Mobile,Bronze,No,Upper-Middle
C101312,Male,18,Kano,North West,2025-05-17,Mobile,Bronze,Yes,Middle
C101313,Male,43,Lagos,South West,2025-11-29,Mobile,Silver,No,High
C101314,Male,51,Enugu,South East,2025-05-26,Mobile,Platinum,Yes,Middle
C101315,Female,44,Kano,North West,2025-04-03,Mobile,Gold,Yes,Lower-Middle
C101316,Male,30,Benin City,South South,2024-03-11,Tablet,Bronze,Yes,Upper-Middle
C101317,Non-binary,25,Benin City,South South,2024-05-23,Desktop,Bronze,No,Low
C101318,Male,33,Lagos,South West,2025-01-09,Tablet,Silver,Yes,Middle
C101319,Male,45,Enugu,South East,2025-03-31,Mobile,Silver,Yes,Upper-Middle
C101320,Male,36,Ibadan,South West,2024-08-07,Mobile,Bronze,Yes,High
C101321,Female,18,Benin City,South South,2024-07-16,Desktop,Gold,Yes,Lower-Middle
C101322,Male,18,Lagos,South West,2025-11-13,Mobile,Bronze,Yes,Low
C101323,Female,35,Kano,North West,2025-12-05,Mobile,Gold,No,Lower-Middle
C101324,Female,55,Abuja,North Central,2025-08-11,Desktop,Silver,Yes,Upper-Middle
C101325,Female,19,Kaduna,North West,2024-05-23,Mobile,Bronze,0,Middle
C101326,Female,28,Lagos,South West,2025-10-03,Desktop,Gold,No,Middle
C101327,Female,33,Lagos,South West,2025-08-26,Mobile,Bronze,No,Middle
C101328,Male,36,Lagos,South West,2025-08-12,Mobile,Bronze,Yes,Middle
C101329,Male,41,Port Harcourt,South South,2025-03-12,Desktop,Gold,Yes,Lower-Middle
C101330,Female,19,Enugu,South East,2024-02-09,Mobile,Bronze,Yes,Lower-Middle
C101331,Male,34,Lagos,South West,2024-04-05,Mobile,Gold,Yes,Low
C101332,Male,27,Benin City,South South,2025-11-04,Mobile,Bronze,Yes,Lower-Middle
C101333,Female,41,Lagos,South West,2024-10-20,Desktop,Bronze,No,Lower-Middle
C101334,Female,37,Port Harcourt,South South,2025-12-01,Mobile,Bronze,No,Low
C101335,Female,43,Abuja,North Central,2025/04/18,Mobile,Platinum,Yes,Upper-Middle
C101336,Female,22,Lagos,South West,2024-06-13,Tablet,Bronze,Yes,Middle
C101337,Female,23,Ibadan,South West,2025-07-25,Desktop,Bronze,No,Low
C101338,Male,27, lagos ,South South,10-09-2025,Mobile,Platinum,Yes,Lower-Middle
C101339,Non-binary,29,Abuja,North Central,2024-07-16,Mobile,Bronze,No,Upper-Middle
C101340,Male,27,Benin City,South South,2025-04-06,Desktop,Platinum,Yes,Lower-Middle
C101341,Male,22,Abuja,North Central,2025-02-23,Mobile,Gold,Yes,High
C101342,Male,28,Calabar,South South,2024-07-13,Mobile,Bronze,Yes,Middle
C101343,Female,18,Abuja,North Central,2024-01-11,Mobile,Silver,Yes,Middle
C101344,Female,42,Calabar,South South,2024-09-17,Mobile,Bronze,No,Upper-Middle
C101345,Male,29,Lagos,South West,2025-04-10,Mobile,Bronze,No,Upper-Middle
C101346,Female,21,Calabar,South South,2024-11-07,Desktop,Gold,Yes,Upper-Middle
C101347,Male,34,Lagos,South West,2025-04-03,Desktop,Silver,Yes,Upper-Middle
C101348,Female,18,Lagos,South West,2024-12-30,Mobile,Bronze,Yes,Lower-Middle
C101349,Female,36,Lagos,South West,2025-05-06,Desktop,Gold,Yes,Middle
C101350,Male,30,Kano,North West,2025-01-20,Desktop,Gold,Yes,Middle
C101351,Male,48,Abuja,North Central,2024-11-09,Mobile,Gold,Yes,Middle
C101352,Male,38,Abuja,North Central,2025-07-15,Mobile,Bronze,Yes,Middle
C101353,Female,0,Kano,North West,2024-05-03,Desktop,Silver,No,Upper-Middle
C101354,Male,41,Lagos,South West,2024-10-18,Mobile,Silver,Yes,Upper-Middle
C101355,Non-binary,34,Benin City,South South,2024-04-08,Desktop,Gold,Yes,Low
C101356,Male,39,Port Harcourt,South South,02/10/2025,Desktop,Silver,Yes,Middle
C101357,Female,18,Lagos,South West,2025-11-22,Desktop,Bronze,Yes,Upper-Middle
C101358,Male,29,Jos,North Central,2024-02-08,Mobile,Bronze,TRUE,Lower-Middle
C101359,Male,29,Port Harcourt,South South,2025-02-10,Mobile,Silver,No,Lower-Middle
C101360,Female,44,Abuja,North Central,2024-11-30,Tablet,Platinum,Yes,Upper-Middle
C101361,Female,23,Kano,North West,2025-06-19,Mobile,Gold,Yes,Lower-Middle
C101362,Male,36,Enugu,South East,2025-07-19,Desktop ,Silver,No,Middle
C101363,Male,31,Abuja,North Central,2025-09-22,phone,Gold,No,Middle
C101364,Male,20,Lagos,South West,2024-06-19,Mobile,Silver,Yes,Low
C101365,Male,28,Calabar,South South,2024-02-15,Mobile,Silver,No,High
C101366,Female,38,Port Harcourt,South South,2025-07-08,Mobile,Bronze,No,Upper-Middle
C101367,Female,31,Ibadan,South West,2024-06-05,Desktop,Silver,Yes,Lower-Middle
C101368,Male,31,Ibadan,South West,2024-06-28,Mobile,Bronze,Yes,Low
C101369,Male,32,Enugu,South East,2025-04-04,Mobile,Bronze,No,Low
C101370,Non-binary,34,Port Harcourt,South South,2024-12-10,Mobile,Silver,Yes,Middle
C101371,Male,36,Kaduna,North West,2024/11/28,Mobile,Bronze,Yes,Middle
C101372,Female,32,Ibadan,South West,2025-10-06,Mobile,Gold,Yes,Lower-Middle
C101373,Male,19,Lagos,South West,2025-01-02,Tablet,Silver,No,Middle
C101374,Male,31,Ibadan,South West,2024-05-17,Desktop,Silver,Yes,Upper-Middle
C101375,Female,33,Enugu,South East,2024-03-26,Tablet,Bronze,0,Lower-Middle
C101376,Male,47,Ibadan,South West,2025-06-17,Mobile,Silver,No,Middle
C101377,Female,24,Port Harcourt,South South,2024-04-20,Desktop,Gold,Yes,Upper-Middle
C101378,Male,47,Lagos,South West,"May 01, 2024",Desktop,Bronze,Yes,Lower-Middle
C101379,Male,28,Kano,North West,2025-07-10,Mobile,Gold,Yes,Middle
C101380,Female,47,Port Harcourt,South South,2025-08-08,Tablet,Bronze,Yes,High
C101381,Female,18,Abuja,North Central,2025-12-05,Tablet,Gold,Yes,Lower-Middle
C101382,Male,30,Port Harcourt,South South,"Oct 26, 2025",Desktop,Bronze,Yes,Lower-Middle
C101383,Female,18,Port Harcourt,south west,2024-10-03,Mobile,Silver,No,Upper-Middle
C101384,Female,20,Abuja,North Central,"Oct 13, 2025",Mobile,Bronze,Yes,Middle
C101385,Female,29,Abuja,North Central,2024-03-05,Tablet,Silver,Yes,High
C101386,Female,37,Ibadan,South West,2024-05-03,Mobile,Bronze,Yes,Middle
C101387,Female,26,Lagos,South West,2024-02-05,Desktop,Silver,No,Low
C101388,Male,35,Abuja,North Central,2024-11-02,Mobile,Silver,Yes,Middle
C101389,Male,25,Port Harcourt,South South,2025-02-16,Mobile,Bronze,Yes,Lower-Middle
C101390,Male,47,Jos,North Central,2025-08-17,Mobile,Bronze,No,Low
C101391,Male,27,Port Harcourt,South South,2025-06-11,Mobile,Bronze,Yes,Upper-Middle
C101392,Male,50,Benin City,South South,"May 23, 2024",Mobile,Gold,Yes,Lower-Middle
C101393,Male,49,Jos,North Central,2024/09/17,Mobile,Gold,No,Lower-Middle
C101394,Male,24,Enugu,South East,2024-02-09,Desktop,Bronze,Yes,High
C101395,Male,37,Kano,North West,2024-03-06,Mobile,Platinum,Yes,Middle
C101396,Male,28,Benin City,South South,2025-10-31,Mobile,Bronze,Yes,High
C101397,Male,46,Benin City,South South,23/12/2024,Mobile,Bronze,No,High
C101398,Female,35,Lagos,South West,2024-08-26,Mobile,Bronze,No,Middle
C101399,Female,49,Lagos,South West,2024/07/13,Mobile,Bronze,Yes,Middle
C101400,Male,31,Lagos,South West,2024-02-02,Desktop,Bronze,Yes,Upper-Middle
C101401,Male,30,Lagos,South West,2024-12-23,TAB,Gold,No,Upper-Middle
C101402,Female,26,Benin City,South South,2025-11-06,Mobile,Bronze,Yes,Upper-Middle
C101403,Male,34,Benin City,South South,2025-02-15,Desktop,Bronze,Yes,Low
C101404,Female,36,,South West,2025-08-11,Mobile,Silver,Yes,High
C101405,Female,33,Enugu,South East,2025-05-18,Mobile,Bronze,Yes,Lower-Middle
C101406,Male,35,Ibadan,South West,2025-12-10,Tablet,Bronze,Yes,Upper-Middle
C101407,Female,39,Ibadan,South West,2024-02-05,Desktop,Bronze,Yes,Low
C101408,Female,32,Lagos,South West,2024-08-01,Desktop,Silver,Yes,Middle
C101409,Female,27,Enugu,South East,2025-03-19,Tablet,Bronze,No,Middle
C101410,Male,24,Lagos,South West,2024-09-19,Mobile,Platinum,Yes,Low
C101411,Male,27,Lagos,South West,2024-01-09,Mobile,Gold,Yes,Low
C101412,Female,30,Ibadan,South West,2024-01-08,Mobile,Silver,Yes,Low
C101413,Non-binary,42,Ibadan,South West,2025-01-11,Mobile,Gold,Yes,High
C101414,Female,41,Ibadan,South West,2025-04-15,Desktop,Silver,0,Lower-Middle
C101415,Male,26,Jos,North Central,2024-04-25,Tablet,Bronze,Yes,Upper-Middle
C101416,Female,38,Lagos,South West,2024-04-22,Mobile,Silver,Yes,Low
C101417,Female,24,Kano,North West,2025-08-13,Tablet,Platinum,Yes,Lower-Middle
C101418,Female,40,Port Harcourt,South South,2025-07-22,Mobile,Bronze,Yes,Low
C101419,Non-binary,18,Enugu,South East,2025-04-10,Desktop,Bronze,Yes,Middle
C101420,Female,41,Kano,North West,2025-02-28,Desktop,Bronze,Yes,Middle
C101421,Male,31,Enugu,South East,2024-08-19,Desktop,Silver,Yes,High
C101422,female ,35,Enugu,South East,2024-10-18,Mobile,Platinum,Yes,Middle
C101423,Non-binary,32,Kaduna,North West,2025-06-15,Tablet,Silver,Yes,Middle
C101424,Non-binary,23,Lagos,South West,2025-12-11,Mobile,Gold,No,Low
C101425,Female,34,Ibadan,South West,2025-08-08,Mobile,Gold,No,Low
C101426,Male,?,Kaduna,North West,2025-01-29,Mobile,Bronze,No,Upper-Middle
C101427,Male,39,Kaduna,North West,2025-01-14,Mobile,Platinum,No,Upper-Middle
C101428,Female,38,Jos,North Central,2024-10-20,Mobile,Gold,Yes,Middle
C101429,Male,44,Port Harcourt,South South,2024-04-08,Desktop,Bronze,No,Lower-Middle
C101430,Female,38,Lagos,South West,2024-04-16,Desktop,Bronze,Yes,High
C101431,Female,22,Kaduna,North West,2024/07/19,Mobile,Gold,Yes,Middle
C101432,Female,40,Abuja,North Central,2024-08-23,Mobile,Gold,No,Low
C101433,Female,22,Kano,North West,2025-12-12,Mobile,Gold,Yes,Lower-Middle
C101434,Male,26,Lagos,South West,2025-04-10,Mobile,Gold,Yes,Middle
C101435,Female,33,Port Harcourt,South South,2024-08-18,Mobile,Gold,Yes,Middle
C101436,Male,25,Kano,North West,2024-05-23,Mobile,Bronze,Yes,Upper-Middle
C101437,Female,29,Lagos,South West,2025-07-11,Mobile,Silver,No,Middle
C101438,Male,42,Abuja,North Central,2025-05-21,Mobile,Bronze,Yes,Low
C101439,Female,27,Lagos,South West,2025-03-08,Tablet,Gold,Yes,Middle
C101440,Female,25,Jos,North Central,2024-08-26,Desktop,Bronze,Yes,Middle
C101441,Male,21,Kaduna,North West,2024-09-08,Desktop,Gold,Yes,Upper-Middle
C101442,Male,58,Kano,North West,2024-04-07,Tablet,Silver,Yes,Low
C101443,Male,29,Ibadan,South West,2025-09-08,Mobile,Bronze,Yes,Lower-Middle
C101444,M,33,Calabar,South South,2024-04-22,Mobile,Gold,Yes,Low
C101445,Male,33,Abuja,North Central,2025-01-08,Mobile,Silver,Yes,Middle
C101446,Male,43,Kano,North West,09-18-2024,Mobile,Silver,No,Middle
C101447,Male,28,Lagos,South West,2024-06-25,Tablet,Bronze,Yes,Middle
C101448,Non-binary,25,Kano,North West,2024-06-20,Mobile,Bronze,Yes,Middle
C101449,Female,29,Lagos,South West,2025-06-21,Mobile,Gold,Yes,High
C101450,Male,26,Lagos,South West,2024/02/08,Desktop,Silver,Yes,Lower-Middle
C101451,Female,20,Jos,North Central,2025/04/23,Tablet,Bronze,Yes,Upper-Middle
C101452,Non-binary,18,Abuja,North Cntrl,2024-12-01,Desktop,Bronze,No,Low
C101453,Female,33,Calabar,South South,2025-04-27,Tablet,Platinum,No,Middle
C101454,Male,29,Kano,North West,2025-06-23,Mobile,Silver,Yes,Upper-Middle
C101455,Female,45,Kano,North West,2024/06/24,Desktop,Silver,Yes,Lower-Middle
C101456,Female,28,Kano,North West,2025-11-12,Mobile,Platinum,Yes,High
C101457,Female,30,Calabar,South South,2025-02-19,Mobile,Platinum,No,Low
C101458,Female,44,Abuja,North Central,2024-08-21,Mobile,Bronze,Yes,Lower-Middle
C101459,Male,18,Calabar,South South,2024-06-27,Mobile,Bronze,No,Lower-Middle
C101460,Male,40,Abuja,North Central,2025-04-18,Mobile,Gold,Yes,Middle
C101461,Female,25,Lagos,South West,2025-08-09,Mobile,Silver,Yes,High
C101462,Female,23,Jos,North Central,"Jun 30, 2024",Mobile,Silver,Yes,High
C101463,Male,36,Lagos,South West,2024-03-25,Mobile,Bronze,Yes,High
C101464,Female,34,Ibadan,South West,2024-10-25,Mobile,Silver,Yes,Low
C101465,Male,23,Enugu,South East,2025-05-05,Desktop,Silver,Yes,Upper-Middle
C101466,Male,35,Abuja,North Central,2024-03-09,Desktop,Silver,No,Middle
C101467,Male,47,Kaduna,North West,2024-08-15,Mobile,Silver,Yes,Lower-Middle
C101468,Female,40,Kano,North West,2025-08-25,Desktop,Silver,Yes,Middle
C101469,Male,34,Kano,North West,11-18-2025,Mobile,Gold,No,Low
C101470,Male,28,Lagos,South West,2024-12-04,Desktop,Silver,Yes,Middle
C101471,Male,32,Kano,North West,2025-11-09,Desktop,Gold,Yes,Lower-Middle
C101472,M,37,Enugu,South East,2025-05-02,Mobile,Silver,No,Middle
C101473,Female,31,Lagos,South West,2024-09-13,Mobile,Silver,Yes,Low
C101474,Male,37,Calabar,South South,2025-05-29,Mobile,Bronze,Yes,Middle
C101475,Female,42,Calabar,South South,2025-06-19,Mobile,Silver,Yes,High
C101476,Female,20,Abuja,North Central,2025-04-10,Desktop,Bronze,Yes,Lower-Middle
C101477,Non-binary,34,Calabar,South South,2025-10-14,Mobile,Bronze,Yes,Middle
C101478,Male,37,Jos,North Central,2025-03-16,Mobile,Bronze,Yes,Upper-Middle
C101479,Male,30,Lagos,South West,2025-04-27,Mobile,Gold,Y,Upper-Middle
C101480,Male,27,Kaduna,North West,2025-01-17,Mobile,Gold,No,Lower-Middle
C101481,Female,46,Calabar,South South,2024-09-23,Mobile,Gold,Yes,Upper-Middle
C101482,Male,32,Enugu,South East,2024-10-14,Desktop,Silver,Yes,Middle
C101483,Female,32,Lagos,South West,2024-03-06,Desktop,Gold,Yes,Upper-Middle
C101484,Male,28,Port Harcourt,South South,2024-10-31,Desktop,Bronze,Yes,Middle
C101485,Male,30,Benin City,South South,2024-12-11,Mobile,Bronze,Yes,Low
C101486,Female,30,Port Harcourt,South South,2025-05-06,Mobile,Silver,Yes,Lower-Middle
C101487,Female,32,Port Harcourt,South South,2024-03-26,Mobile,Bronze,Yes,Upper-Middle
C101488,Female,19,Lagos,South West,2025-11-23,phone,Platinum,No,Low
C101489,Non-binary,18,Lagos,South West,2025-11-25,Mobile,Bronze,Yes,Low
C101490,Female,27,Abuja,North Central,2024-05-20,Desktop,Gold,Yes,Upper-Middle
C101491,Male,30,Port Harcourt,South South,2024-02-08,Desktop,Bronze,No,Middle
C101492,Male,28,Benin City,South South,09-02-2024,Mobile,Gold,Yes,Lower-Middle
C101493,Male,39,Calabar,South South,2024-02-27,Mobile,Silver,No,Upper-Middle
C101494,Female,33,Lagos,South West,2024-03-31,Tablet,Gold,Yes,Upper-Middle
C101495,Male,39,Port Harcourt,South South,2024-07-15,Tablet,Silver,Yes,Lower-Middle
C101496,Female,35,Enugu,South East,2024-02-06,Desktop,Bronze,Yes,Lower-Middle
C101497,Male,18,Enugu,South East,2024-02-11,Desktop,Bronze,Yes,Middle
C101498,Male,37,Lagos,South West,2025-08-22,Mobile,Bronze,Yes,Lower-Middle
C101499,Male,46,Kano,North West,2025-08-17,Desktop,Silver,Yes,Lower-Middle
C101500,Male,34,Lagos,South West,2024-07-28,Mobile,Platinum,No,Lower-Middle
C101501,Female,32,Calabar,South South,2024-07-05,Mobile,Bronze,Yes,Upper-Middle
C101502,Female,22,Abuja,North Central,2025-09-20,Mobile,Silver,Yes,Low
C101503,Male,35,Benin City,South South,2024-08-21,Mobile,Bronze,No,Lower-Middle
C101504,Non-binary,24,Ibadan,South West,"Oct 28, 2025",Mobile,Bronze,No,Upper-Middle
C101505,Male,18,Ibadan,South West,2025-10-10,Mobile,Bronze,No,Lower-Middle
C101506,Male,35,Lagos,South West,2024-09-09,Mobile,Silver,Yes,High
C101507,Female,40,Port Harcourt,South South,2024-07-11,Mobile,Silver,No,Low
C101508,Male,30,Abuja,North Central,2024-09-07,Mobile,Gold,Yes,Upper-Middle
C101509,Female,31,Benin City,South South,07/07/2024,Tablet,Gold,Yes,Middle
C101510,Male,27,Port Harcourt,South South,2024-02-26,Desktop,Silver,Yes,Middle
C101511,Female,47,Benin City,South South,2025-03-28,Mobile,Gold,Yes,Low
C101512,Male,36,Ibadan,South West,2025-09-29,Desktop,Silver,Yes,Upper-Middle
C101513,Female,30,Kano,North West,2025-10-07,Mobile,Gold,Yes,Upper-Middle
C101514,Male,30,Calabar,South South,2025-04-23,Mobile,Bronze,Yes,Middle
C101515,Female,34,Ibadan,South West,2025-10-07,Mobile,Bronze,Yes,Upper-Middle
C101516,Female,43,Benin City,South South,2025-06-08,Mobile,Silver,No,Upper-Middle
C101517,Female,28,Benin City,South South,2024-02-10,Desktop,Bronze,Yes,Middle
C101518,Female,25,Benin City,South South,2024/08/12,Mobile,Bronze,Yes,Lower-Middle
C101519,Female,36,Port Harcourt,South South,2025-09-14,Mobile,Silver,Yes,Upper-Middle
C101520,Female,32,Abuja,North Central,2025-10-06,Mobile,Gold,Yes,Lower-Middle
C101521,Female,20,Ibadan,South West,2025-05-08,Tablet,Gold,Yes,Low
C101522,Non-binary,32,Abuja,North Central,07-30-2024,Mobile,Bronze,Yes,Middle
C101523,Female,30,Kano,North West,2025-02-23,Desktop,Bronze,N,Middle
C101524,Female,29,Jos,North Central,2024-06-17,Mobile,Bronze,Yes,Middle
C101525,Female,34,Enugu,South East,2024-11-26,Mobile,Bronze,No,Middle
C101526,Non-binary,35,Kaduna,North West,2024-04-07,Desktop,Bronze,Yes,Lower-Middle
C101527,Male,48,Lagos,South West,2025-11-08,Mobile,Bronze,No,Middle
C101528,Female,38,Lagos,South West,2024-12-22,Mobile,Gold,Yes,Low
C101529,Male,40,Lagos,South West,28/05/2025,Mobile,Bronze,Yes,Middle
C101530,Female,29,Benin City,South South,2024-08-16,Tablet,Bronze,Yes,Middle
C101531,Male,33,Lagos,South West,2025-05-19,Mobile,Silver,Yes,Middle
