order_id,customer_id,order_date,product_category,units,revenue_usd,discount_pct,payment_type,returned_flag,marketing_channel_last_touch
O901422,C101220,2025-03-28,Home Care,3,68.25,0,Transfer,False,Email
O901423,C101221,2025-07-01,Home Care,3,60.68,15,Cash on Delivery,False,Influencer
O901424,C101221,2025-07-09,Home Care,3,70.66,0,Wallet,False,Direct
O901425,C101222,"Apr 12, 2025",Baby,8,198.21,10,Card,False,Paid Search
O901426,C101224,2025-02-09,Supplements,4,72.97,20,Transfer,False,Email
O901427,C101224,2025-06-23,Personal Care,3,49.44,0,Card,False,Paid Social
O901428,C101224,2024-07-25,Personal Care,4,56.1,15,Transfer,False,Organic
O901429,C101226,2025-10-27,Beverages,4,34.19,0,Card,False,Organic
O901430,C101227,2025-11-02,Home Care,4,82.41,10,Cash on Delivery,False,Direct
O901431,C101227,2024-10-15,Home Care,7,124.98,15,Cash on Delivery,False,Organic
O901432,C101227,22/09/2025,Baby,3,89.41,0,Transfer,False,Organic
O901433,C101230,2024-06-13,Baby,2,50.05,0,Card,False,Direct
O901434,C101230,2024-04-29,Beverages,4,37.55,0,Wallet,False,Affiliate
O901435,C101230,31/10/2025,Snacks,5,49.48,20,card,False,Organic
O901436,C101230,2025-02-06,Snacks,2,22.03,0,Cash on Delivery,False,Paid Search
O901437,C101230,2025-02-14,Baby,4,88.64,20,Wallet,False,Organic
O901438,C101231,2025-11-30,Baby,1,28.66,0,card,False,Paid Search
O901439,C101231,12/10/2025,Personal Care,3,52.32,5,Transfer,False,Affiliate
O901440,C101233,2025-07-10,Home Care,1,16.08,20,Cash on Delivery,False,organic 
O901441,C101233,2024-09-14,Beverages,2,19.2,15,Cash on Delivery,False,Paid Search
O901442,C101235,2024-12-23,Baby,3,74.98,10,Card,False,Email
O901443,C101235,2025-10-28,Snacks,4,44.7,15,Wallet,True,Affiliate
O901444,C101235,2024-08-29,Supplements,4,95.85,25,Transfer,False,Organic
O901445,C101235,09-08-2024,Snacks,2,21.93,10,Cash on Delivery,False,Influencer
O901446,C101237,2025-06-17,Supplements,4,93.64,0,Cash on Delivery,False,Paid Social
O901447,C101237,2025-03-27,Personal Care,3,42.15,15,Transfer,False,Affiliate
O901448,C101238,2025-09-24,Snacks,3,$45.20,20,Wallet,False,Paid Social
O901449,C101238,"Oct 14, 2025",Baby,3,80.89,5,Transfer,False,Email
O901450,C101239,2025/06/14,Personal Care,1,15.11,15,Cash on Delivery,False,Organic
O901451,C101239,2025-03-30,Home Care,2,37.52,20,Transfer,False,Email
O901452,C101239,03-16-2025,Supplements,1,26.36,5,Card,False,Paid Social
O901453,C101240,2025-12-27,Personal Care,5,80.71,twenty,Card,Y,Influencer
O901454,C101242,2025-12-05,Home Care,1,16.45,5,Wallet,True,Paid Social
O901455,C101247,2025-02-01,Beverages,3,25.59,5,Cash on Delivery,False,Paid Search
O901456,C101247,2025-09-15,Snacks,7,84.34,0,Card,False,Influencer
O901457,C101248,2025/09/16,Supplements,3,57.99,20,Wallet,False,Email
O901458,C101248,2024-08-14,Supplements,2,42.71,15,Card,False,Affiliate
O901459,C101250,2025-11-10,Snacks,3,26.74,20,Card,False,Email
O901460,C101250,2025-11-26,Home Care,1,20.42,0,Cash on Delivery,False,Influencer
O901461,C101250,2025-11-18,Personal Care,2,22.75,20,Wallet,False,Paid Search
O901462,C101251,04/12/2025,Supplements,1,$45.20,15,Card,False,search
O901463,C101253,2025-11-16,Snacks,2,19.69,20,Card,False,Email
O901464,C101253,2025-12-06,Beverages,3,26.72,0,Card,False,Affiliate
O901465,C101254,2025-08-28,Beverages,3,29.83,5,Wallet,False,Paid Search
O901466,C101255,2025-09-18,Beverages,2,15.08,10,Wallet,False,Direct
O901467,C101256,2025-12-12,Baby,3,73.6,10,Wallet,False,Paid Search
O901468,C101256,2025-09-14,Baby,3,66.17,20,Wallet,False,Influencer
O901469,C101257,2025-06-05,Snacks,5,54.58,15,cash,False,Email
O901470,C101257,"Mar 13, 2025",Beverages,3,24.63,0,Transfer,False,Email
O901471,C101257,08-03-2024,Snacks,2,19.14,5,Wallet,False,Organic
O901472,C101257,2024-06-22,Beverages,4,33.93,0,Transfer,False,Email
O901473,C101259,2025-05-06,Snacks,2,18.25,10,Transfer,False,Influencer
O901474,C101259,2025-07-18,Beverages,2,21.82,5,Wallet,False,Affiliate
O901475,C101261,2025-06-02,Baby,4,115.31,0,Cash on Delivery,False,Affiliate
O901476,C101266,2024-11-05,Baby,5,142.08,0,Card,False,Influencer
O901477,C101266,2025-05-01,Supplements,2,44.24,10%,Wallet,False,Affiliate
O901478,C101266,2025-10-15,Beverages,7,61.35,0,Cash on Delivery,False,Paid Social
O901479,C101266,2024/11/09,Home Care,3,66.06,0,Cash on Delivery,False,Organic
O901480,C101267,2025-10-17,Baby,2,49.03,10,Card,False,Paid Search
O901481,C101268,2025-11-15,Supplements,4,82.54,15,Wallet,True,Influencer
O901482,C101269,2024-08-12,Personal Care,4,61.74,5,Card,False,Paid Search
O901483,C101270,2025/03/17,Beverages,1,4.0,0,Cash on Delivery,False,Paid Search
O901484,C101270,2025-12-10,Beverages,1,4.0,20,Transfer,False,Direct
O901485,C101270,2024-12-12,Supplements,2,44.05,10,Transfer,False,Direct
O901486,C101270,2025-11-28,Personal Care,-1,39.31,0,Transfer,False,email
O901487,C101271,2025-10-11,Baby,6,157.88,10,Transfer,False,Paid Social
O901488,C101277,2024-10-25,Beverages,4,29.47,15,Card,False,Organic
O901489,C101277,2025/07/23,Snacks,2,22.44,0,Wallet,False,Paid Search
O901490,C101277,05-19-2024,Beverages,3,23.66,0,Transfer,False,Influencer
O901491,C101277,2024-02-19,Home Care,3,65.44,0,Card,False,Email
O901492,,2025-05-16,Home Care,8,145.72,20,Transfer,False,Organic
O901493,C101279,2024-07-19,Supplements,1,21.0,20,Card,False,Paid Social
O901494,C101279,2024-10-22,Personal Care,2,30.12,20,Wallet,False,Organic
O901495,C101280,2025-05-23,Personal Care,2,$45.20,0,Wallet,False,Organic
O901496,C101281,05/02/2025,Supplements,1,16.93,0,Cash on Delivery,False,Paid Search
O901497,C101281,2025-04-23,Supplements,6,148.14,0,Card,False,Influencer
O901498,C101282,2025-07-22,snacks,5,53.0,10,Wallet,False,organic 
O901499,C101285,2025-04-12,Snacks,,29.29,20,Cash on Delivery,False,Influencer
O901500,C101287,2025-04-18,Baby,3,85.11,0,Transfer,False,Email
O901501,C101290,2025-02-14,Personal Care,2,0,15,Cash on Delivery,False,Affiliate
O901502,C101291,2025-02-14,Supplements,6,115.34,20,Cash on Delivery,False,Paid Social
O901503,C101292,2025-12-30,Supplements,4,84.44,15,Card,False,Paid Social
O901504,C101293,17/11/2025,Personal Care,2,32.69,5,Card,False,Email
O901505,,2025-12-26,Beverages,2,16.69,10,Wallet,False,Email
O901506,C101294,2025-04-17,Personal Care,3,48.17,10,Transfer,False,Organic
O901507,C101295,2025-12-27,Baby,2,0,0,Cash on Delivery,False,Affiliate
O901508,C101295,2024-07-23,Personal Care,3,40.91,20,Cash on Delivery,False,Direct
O901509,C101295,2025-07-27,Snacks,2,18.63,10,Wallet,False,Organic
O901510,C101296,2025-08-21,Baby,3,85.02,-5,Card,False,Organic
O901511,C101298,"Mar 19, 2025",Home Care,4,85.89,5,Wallet,False,Direct
O901512,C101298,2025/12/30,Home Care,3 ,90.09,20,Cash on Delivery,False,Organic
O901513,C101301,2025-02-21,Supplements,4,-12,15,Wallet,False,Affiliate
O901514,C101302,2024-11-20,Snacks,1,$45.20,0,Card,False,Paid Social
O901515,C101304,2025-12-10,Supplements,3,60.02,15,Wallet,False,Influencer
O901516,C101305,12-02-2025,Snacks,4,43.88,5,Cash on Delivery,False,Affiliate
O901517,C101306,"Dec 09, 2025",Supplements,2,37.6,20,Card,False,organic 
O901518,C101306,2025-12-06,Beverages,2,19.78,0,Cash on Delivery,False,Influencer
O901519,C101307,2024-07-17,Personal Care,4,75.35,0,Transfer,False,Paid Search
O901520,C101307,2024-09-14,Personal Care,7,99.33,20,Cash on Delivery,False,Email
O901521,C101307,2024-12-06,Beverages,4,-12,5,Card,False,Paid Social
O901522,C101308,2025-05-26,Baby,3,70.08,15,COD,False,Influencer
O901523,C101308,2024-09-30,Home Care,4,75.68,15,Card,False,Paid Social
O901524,C101308,06-11-2025,Supplements,1,21.57,0,Transfer,False,Direct
O901525,C101308,2024-05-23,Baby,1,23.67,10,Card,False,Paid Social
O901526,C101309,2024-04-30,Supplements ,2,34.85,20,COD,False,Affiliate
O901527,C101310,2025-02-20,Home Care,4,81.67,10,Card,False,Direct
O901528,C101311,2025-12-31,Home Care,4,91.36,0,Card,False,Affiliate
O901529,C101312,2025-07-05,Snacks,2,24.3,0,Cash on Delivery,False,Affiliate
O901530,C101314,2025-09-21,Snacks,5,52.63,15,Cash on Delivery,False,Direct
O901531,C101314,2025-11-02,Home Care,2,35.99,20,Wallet,False,Affiliate
O901532,C101316,2025-02-10,Snacks,4,34.42,15,Wallet,True,Influencer
O901533,C101316,2025-01-24,Beverages,5,41.94,0,Wallet,False,Affiliate
O901534,C101317,2025-12-26,Home Care,3,62.83,0,Card,False,Influencer
O901535,C101317,"May 04, 2025",Beverage,2,16.78,20,Card,False,Affiliate
O901536,C101317,2025-10-05,Beverages,2,22.63,5,Transfer,False,Paid Social
O901537,C101318,2025-11-19,Beverages,5,47.04,0,Wallet,False,Organic
O901538,C101319,2025-12-16,Snacks,3,0,0,Transfer,False,Affiliate
O901539,C101319,2025-09-02,Snacks,2,20.41,10,Cash on Delivery,False,Paid Search
O901540,C101319,2025-09-06,Home Care,2,39.99,10,Cash on Delivery,False,Paid Search
O901541,C101320,2024-09-20,Personal Care,2,27.81,15,Cash on Delivery,False,Paid Search
O901542,C101321,2024-12-14,Supplements,3,73.53,5,Transfer,False,Direct
O901543,C101323,2025-10-12,Baby,3,80.69,5,Card,False,Influencer
O901544,C101325,2025-10-04,Home Care,2,30.57,20,Card,False,Email
O901545,C101327,2025-10-21,Home Care,3,53.14,10,Card,False,Organic
O901546,C101330,2025-09-29,Snacks,5,48.66,20,COD,False,Email
O901547,C101331,2024-12-25,Personal Care,2,30.95,5,Transfer,False,Paid Social
O901548,C101331,2025-05-17,Home Care,3,54.83,15,Card,True,Paid Social
O901549,C101331,2024-12-14,Home Care,3,66.32,0,Wallet,True,Affiliate
O901550,C101331,2024-10-24,Snacks,1,17.36,-5,Transfer,False,Paid Social
O901551,C101332,2025-07-27,Baby,0,28.52,0,Wallet,N,organic 
O901552,C101333,2024-11-24,Beverages,3,23.39,15,Wallet,False,Influencer
O901553,C101334,09-06-2025,Baby,2,44.69,15,Wallet,False,Email
O901554,C101334,01-21-2025,Supplements,3,67.8,0,Transfer,True,Email
O901555,C101334,2025-03-06,Home Care,4,80.59,10,Transfer,False,Direct
O901556,C101335,2025/07/28,Beverages,2,23.64,0,COD,False,Influencer
O901557,C101335,2025-05-04,Personal Care,5,77.33,10,Card,False,Email
O901558,C101335,2025-12-12,Beverages,3,26.87,0,Wallet,False,Influencer
O901559,C101336,2025-05-19,Personal Care,1,18.76,5,Wallet,False,Affiliate
O901560,C101339,2025-12-18,Beverages,5,37.54,15,Cash on Delivery,False,Paid Social
O901561,C101339,2025-09-21,Home Care,1,18.24,0,Transfer,Y,Organic
O901562,C101341,2025-06-30,Snacks,1,12.64,5,Cash on Delivery,False,Paid Social
O901563,C101343,2024-12-05,Supplements,4,96.03,0,Transfer,False,Paid Search
O901564,C101344,2025-01-26,Personal Care,1,-12,5,Transfer,False,Direct
O901565,C101346,2025-10-17,Baby,4,105.76,0,Cash on Delivery,True,Paid Social
O901566,C101347,2025-07-20,Snacks,3,30.9,15,Card,False,Influencer
O901567,C101347,2025-08-06,Home Care,1,20.88,15,Cash on Delivery,False,Email
O901568,C101347,2025-06-26,Baby,4,84.98,twenty,Transfer,False,Paid Social
O901569,C101347,10-14-2025,Personal Care,6,107.02,0,Cash on Delivery,False,Email
O901570,C101348,2025-07-24,Snacks,3,31.06,20,Card,False,Influencer
O901571,C101348,2025-07-31,Baby,1,19.41,15,Cash on Delivery,True,Influencer
O901572,C101350,2025-12-30,Snacks,2,29.2,0,Transfer,True,Paid Search
O901573,C101350,2025-04-19,Beverages,6,"1,234.50",10,Card,False,Paid Search
O901574,C101351,01/06/2025,Personal Care,3,44.09,20,Cash on Delivery,False,Paid Social
O901575,C101351,2024-11-17,Supplements,2,44.97,20,Cash on Delivery,False,Direct
O901576,,"Aug 07, 2025",Beverages,5,32.4,20,Cash on Delivery,False,Paid Social
O901577,C101355,2025/08/31,Snacks,2,22.89,20,Cash on Delivery,False,Paid Search
O901578,C101355,2024-11-08,Snacks,3,0,5,Wallet,False,Influencer
O901579,C101355,2025-12-12,Personal Care,2,29.53,10,Transfer,False,Organic
O901580,C101355,2025-05-18,Baby,3,85.43,0,Cash on Delivery,False,Influencer
O901581,C101358,2025-06-18,Snacks,3,30.09,15,Wallet,False,Influencer
O901582,C101360,2025-06-20,Personal Care,5,78.36,15,Card,False,Influencer
O901583,C101360,05-08-2025,Personal Care,2,37.49,5,Cash on Delivery,False,Influencer
O901584,C101364,2025-06-02,Home Care,3,55.64,10,Cash on Delivery,False,Email
O901585,C101364,2024-12-24,Beverages,3,20.77,15,Wallet,False,Paid Search
O901586,C101365,2025-12-10,Personal Care,5,91.3,0,Wallet,False,Direct
O901587,C101366,2025-08-28,Snacks,4,46.49,0,Card,False,Affiliate
O901588,C101367,10-28-2025,Beverages,5,45.68,0,Wallet,False,Paid Search
O901589,C101368,2025-10-21,Home Care,2,42.26,0,Transfer,False,Affiliate
O901590,C101368,2025-08-06,Supplements,1,24.47,0,Cash on Delivery,False,Email
O901591,C101369,2025-05-12,Home Care,5,105.56,5,Card,False,Email
O901592,C101370,"Jul 18, 2025",Supplements,2,43.04,10,Wallet,False,Influencer
O901593,C101370,2025-02-03,Baby,1,27.64,20,Wallet,False,Paid Social
O901594,C101371,07-15-2025,Supplements,4,102.8,0,Transfer,False,Paid Social
O901595,C101373,05-27-2025,Baby,2,52.52,0,Wallet,False,Influencer
O901596,C101374,2025-07-10,Snacks,4,39.4,25,Transfer,False,Direct
O901597,C101374,02-05-2025,Beverages,4,37.38,10,Transfer,False,Email
O901598,C101374,2025-03-10,Supplements,5,113.19,5,Wallet,False,Direct
O901599,C101375,2025-02-25,Beverages,3,22.68,10,Wallet,False,organic 
O901600,C101377,2025-12-22,Snacks,3,37.5,0,Cash on Delivery,False,Affiliate
O901601,C101377,"Dec 26, 2025",Supplements,1,21.04,15,Cash on Delivery,False,Paid Social
O901602,C101377,2025-07-20,Baby,4,101.98,10,Wallet,False,Influencer
O901603,C101377,2025-10-23,Snacks,2,23.28,15,Cash on Delivery,False,Paid Search
O901604,C101377,24/01/2025,Home Care,1,20.22,5,Card,False,Direct
O901605,C101378,2025-04-11,Beverages,1,11.91,10,Transfer,0,Influencer
O901606,C101378,08-07-2025,Snacks,4,43.85,20,Transfer,False,Direct
O901607,C101378,"Mar 25, 2025",Personal Care,1,16.84,15,Cash on Delivery,False,Email
O901608,C101381,2025-11-16,Supplements,2,46.45,10,Wallet,False,Organic
O901609,C101383,2025-08-26,Baby,2,46.24,20,Wallet,False,Affiliate
O901610,C101383,2025-09-08,Baby,4,101.61,5,Cash on Delivery,False,Paid Search
O901611,C101385,2025-02-18,Supplements,4,74.13,20,Cash on Delivery,False,Direct
O901612,C101385,2024-06-03,Baby,3,0,10,Card,False,Email
O901613,C101387,2024-11-05,Beverages,1,7.34,10,Cash on Delivery,False,Affiliate
O901614,C101387,2024-08-15,Baby,2,59.52,0,Card,False,Paid Search
O901615,C101389,2025-05-04,Baby,1,25.61,0,Cash on Delivery,False,Direct
O901616,C101392,2025-06-01,Baby,5,138.35,0,Card,False,Email
O901617,,2025-12-28,Beverages,1,USD 29.99,5,Cash on Delivery,False,Direct
O901618,C101394,2025-10-24,Personal Care,3,49.61,twenty,Wallet,False,Influencer
O901619,C101395,2024-06-26,Supplements,5,94.84,20,Card,False,Influencer
O901620,C101395,2025-01-08,Supplements,1,24.42,0,Transfer,False,Influencer
O901621,C101396,2025-11-17,Baby,2,60.45,0,Card,0,Paid Search
O901622,C101398,2025/09/07,Home Care,3,59.52,0,Transfer,False,Paid Search
O901623,C101400,2024-05-16,Home Care,3,66.65,0,Transfer,False,Paid Social
O901624,C101400,10/12/2024,Supplements,1,21.16,5,Transfer,False,Paid Social
O901625,C101401,2025-08-23,Home Care,3,55.37,15,Transfer,False,Paid Search
O901626,C101402,2025-08-21,Home Care,-1,59.86,10,Card,False,Direct
O901627,C101404,2025-12-03,Supplements,2,47.94,5,Transfer,False,Email
O901628,C101405,2025-07-03,Personal Care,1,19.67,0,Transfer,False,Influencer
O901629,C101407,2025-06-28,Supplements,3,58.49,20,Card,False,Organic
O901630,C101407,2025-09-02,Personal Care,1,13.63,10,cash,False,Email
O901631,C101409,2025/12/13,Snacks,3,28.34,15,Transfer,False,Affiliate
O901632,C101409,2025-12-05,Home Care,6,103.74,20,Transfer,False,Direct
O901633,C101409,09-14-2025,Home Care,3,63.1,0,Wallet,False,Paid Social
O901634,C101410,2024-11-02,Beverages,5,44.19,0,Transfer,Y,Affiliate
O901635,C101410,2025-09-03,Baby,5,132.3,5,wallet ,False,Email
O901636,C101411,2025-10-12,Supplements,1,17.8,10,Cash on Delivery,False,Paid Search
O901637,C101411,02/12/2025,Baby,5,137.72,0,Card,False,Organic
O901638,C101412,2025-12-28,Snacks,2,26.52,0,Cash on Delivery,False,Direct
O901639,C101412,2024-11-14,Supplements,2,45.99,0,Transfer,False,Affiliate
O901640,C101414,2025-11-15,Home Care,3,64.29,0,Card,False,Influencer
O901641,C101415,2025-08-31,Supplements,2,49.89,0,Cash on Delivery,False,Affiliate
O901642,C101416,2024-11-29,Beverages,5,44.3,0,Cash on Delivery,False,Direct
O901643,C101416,2024-05-09,Beverages,3,USD 29.99,10,Card,False,Email
O901644,C101417,2025/11/22,Beverages,1,0,15,Wallet,True,Paid Social
O901645,C101417,2025-09-03,Home Care,3,67.55,0,Transfer,False,Paid Search
O901646,C101418,2025-09-28,Supplements,4,94.71,0,Wallet,False,Email
O901647,C101420,2025-03-31,Personal-Care,3,25.5,10,Card,False,Affiliate
O901648,C101421,2024-10-25,Baby,7,197.6,0,Wallet,False,paid social
O901649,C101421,2025-10-05,Supplements,3,70.45,0,Transfer,False,Paid Search
O901650,C101422,2025-03-01,Snacks,2,23.83,5,Card,False,Email
O901651,C101422,2024-11-26,Baby,2,49.0,15,Card,True,Organic
O901652,C101422,2025-03-02,Baby,3,64.82,20,Card,False,Organic
O901653,C101423,2025-07-13,Snacks,2,21.1,5,Cash on Delivery,False,email
O901654,C101427,"Feb 22, 2025",Baby,5,135.56,0,Wallet,False,Paid Search
O901655,C101427,2025-03-04,Supplements,5,94.45,20,Transfer,False,Email
O901656,C101428,2024-12-27,Snacks,1,12.53,0,Cash on Delivery,False,Direct
O901657,C101429,2025-05-23,Snacks,,36.75,0,Cash on Delivery,False,Affiliate
O901658,,2025-08-07,Baby,2,50.5,0,Card,False,Email
O901659,C101430,2025-01-09,Snacks,3,35.87,5,Card,False,Paid Social
O901660,C101430,2024-08-24,Supplements,5,91.9,20,Transfer,False,Organic
O901661,C101431,2025-04-20,Baby,2,54.21,-5,Transfer,False,Influencer
O901662,C101432,2024-09-10,Home Care,2,39.87,20,Wallet,False,Paid Social
O901663,C101432,"Jun 04, 2025",Snacks,4,40.34,15,Cash on Delivery,False,Paid Social
O901664,C101432,2025-10-13,Beverages,-1,36.89,0,Transfer,True,Influencer
O901665,C101435,2024-09-15,Supplements,2,35.72,20,Cash on Delivery,False,Email
O901666,C101436,2024-09-25,Home Care,2,44.71,0,Cash on Delivery,False,Affiliate
O901667,C101436,2025-09-10,Supplements,2,45.34,10%,Card,False,Affiliate
O901668,C101439,2025-10-30,Home Care,2,44.2,5,Card,False,Email
O901669,C101439,10-20-2025,Personal Care,4,68.02,10,Wallet,False,Paid Search
O901670,C101440,2025-09-09,Personal Care,5,87.58,0,Wallet,False,Organic
O901671,C101444,2024-10-15,Baby,6,168.42,0,Wallet,False,Affiliate
O901672,C101444,2024-05-05,Supplements,2,45.64,10,Card,False,Paid Search
O901673,C101445,2025-11-13,Baby,3,75.38,10,Card,False,Direct
O901674,C101445,2025-08-06,Snacks,3,37.88,10,Transfer,False,Email
O901675,C101446,2024-12-25,Snacks,2,26.24,0,Cash on Delivery,False,Influencer
O901676,C101446,2024-12-21,Home Care,2,37.91,15,Wallet,False,Direct
O901677,C101446,20/12/2025,Personal Care,4,63.93,15,Cash on Delivery,False,Influencer
O901678,C101447,2024-07-11,Supplements,3,59.74,15,Card,False,Influencer
O901679,C101449,2025-09-27,Snacks,0,7.97,20,Wallet,False,Paid Search
O901680,C101450,2024-12-24,Personal Care,3,49.49,0,Card,False,Paid Social
O901681,C101450,06-12-2025,Baby,3,86.5,0,Transfer,False,Direct
O901682,C101452,2024-08-05,Snacks,3,32.01,10,Wallet,False,Direct
O901683,C101453,2025-06-27,Home Care,3,57.6,5,Transfer,False,Paid Social
O901684,C101453,2025-09-01,Beverages,4,30.11,5,Bank Transfer,False,Affiliate
O901685,C101453,22/09/2025,Personal Care,4,66.79,5,COD,False,Paid Social
O901686,C101453,2025-05-31,Personal Care,3,56.22,0,Card,False,Affiliate
O901687,C101455,2025-06-24,Home Care,1,17.78,15,Transfer,False,Influencer
O901688,C101457,2025-03-17,Snacks,5,59.09,0,Card,False,Email
O901689,C101458,2025/03/19,Supplements,2,49.36,5,Card,False,Paid Search
O901690,C101460,2025/07/23,Snacks,1,9.9,15,Wallet,False,Affiliate
O901691,C101462,2025-01-02,Snacks,,21.65,5,Card,False,Organic
O901692,C101462,2025-10-03,Supplements,1,,5,Cash on Delivery,True,Email
O901693,C101462,2025-02-23,Beverages,3,24.6,0,Card,False,Paid Search
O901694,C101463,2025-02-04,Baby,4,113.05,0,Card,False,Direct
O901695,C101463,2024-10-07,Snacks,1,9.6,5,Card,False,search
O901696,C101464,2025/06/30,Supplements,3,61.2,15,Wallet,False,Affiliate
O901697,C101464,2025-11-01,Beverages,2,14.21,15,Cash on Delivery,False,Paid Social
O901698,C101467,2025-09-03,Baby,4,96.66,15,Transfer,False,Influencer
O901699,C101467,2025-03-01,Home Care,6,132.36,0,Transfer,True,Affiliate
O901700,C101468,2025-09-14,Personal Care,6,95.23,10,Card,True,Influencer
O901701,C101470,"Aug 05, 2025",Supplements,3,70.02,0,Card,False,Paid Search
O901702,C101470,2025-06-15,Home Care,3,65.11,0,Card,False,Influencer
O901703,C101471,19/09/2025,Home Care,,69.75,0,Transfer,False,Affiliate
O901704,C101472,2025-11-15,Beverages,1,9.1,0,Cash on Delivery,False,Organic
O901705,C101472,2025-12-21,Home Care,5,100.03,10,Card,False,Influencer
O901706,C101473,2025-01-06,Supplements,4,,20,Cash on Delivery,False,Affiliate
O901707,C101474,2025-10-31,Beverages,1,14.33,5,Cash on Delivery,False,Influencer
O901708,C101474,2025-06-18,Personal Care,3,41.88,20,Wallet,False,affiliate 
O901709,C101474,2025-09-24,Beverages,2,14.08,10,Transfer,False,Email
O901710,C101475,11-30-2025,Personal Care,2,35.67,0,Card,False,Paid Social
O901711,C101475,2025-09-09,home care,6,75.19,0,Cash on Delivery,False,Organic
O901712,C101477,2025-12-30,Home Care,4,75.07,15,Wallet,False,Direct
O901713,C101479,10/07/2025,Home Care,2,40.2,0,Transfer,False,Email
O901714,C101479,2025-05-30,Beverages,3,27.91,0,Card,False,Email
O901715,C101479,2025-09-02,Snacks,5,56.93,5,Wallet,False,Paid Social
O901716,C101480,15/02/2025,Beverages,3,19.08,20,Transfer,False,Affiliate
O901717,C101480,2025-02-15,Home Care,4,79.59,10,Cash on Delivery,False,Affiliate
O901718,C101482,2024/11/21,Beverages,4,USD 29.99,0,Wallet,False,Paid Search
O901719,C101482,2025-05-23,Beverages,3,26.79,5,Card,False,Paid Social
O901720,C101482,2025-03-25,Baby,4,107.85,5,Cash on Delivery,True,Paid Social
O901721,C101483,2024-08-05,Personal Care,2,32.23,10,Card,False,Organic
O901722,C101483,2025-06-14,Beverages,2,20.97,10,Cash on Delivery,False,Influencer
O901723,C101483,2025-05-31,Baby,3,80.3,0,card,False,Affiliate
O901724,C101483,2024-10-21,Baby,2,42.91,10,Cash on Delivery,False,Direct
O901725,C101484,2025-10-11,Beverages,6,47.23,20,Transfer,False,Affiliate
O901726,C404404,2025-10-08,Home Care,4,78.79,10,Wallet,False,Affiliate
O901727,C101490,30/06/2024,Supplements,4,98.13,0,Transfer,False,Affiliate
O901728,C101491,2025-05-11,Baby,2,58.12,0,Card,False,Affiliate
O901729,,17/03/2024,Baby,1,23.0,20,Wallet,False,Influencer
O901730,C101492,2025-10-09,Personal Care,5,83.62,10,Wallet,False,Organic
O901731,,2025-02-20,Beverages,7,53.3,15,Transfer,False,Paid Social
O901732,C101492,2024-04-18,Home Care,2,40.04,15,Wallet,True,Paid Social
O901733,C101492,06-12-2025,Supplements,4,83.31,15,Wallet,False,Organic
O901734,C101492,2025-06-02,Snacks,1,10.27,0,Cash on Delivery,True,Organic
O901735,C101493,2024-07-25,Snacks,2,23.54,0,Transfer,False,Affiliate
O901736,C101493,2024/08/24,Home Care,2,46.77,5,Wallet,False,Affiliate
O901737,C101493,2025-06-07,Personal Care,3,51.67,10,Cash on Delivery,False,Direct
O901738,C101493,2024-02-28,Home Care,3,64.94,0,Wallet,False,Affiliate
O901739,C101494,2024-06-11,Baby,5,122.76,10,Transfer,False,Direct
O901740,C101494,"Aug 09, 2024",Home Care,6,108.34,15,Cash on Delivery,False,Email
O901741,C101494,2025-06-14,Baby,3,87.45,0,Cash on Delivery,1,Affiliate
O901742,C101494,2024-09-26,Beverages,2,10.3,0,Wallet,1,Paid Social
O901743,C101494,2025-10-02,Supplements,2,$45.20,20,Card,False,Affiliate
O901744,,2025-01-12,Baby,2,44.38,20,Card,False,Email
O901745,C101496,2025-05-01,Baby,4,107.76,5,Cash on Delivery,False,Email
O901746,C101496,2024-08-31,Personal Care,2,25.04,20,Cash on Delivery,False,Paid Search
O901747,C101496,2024-10-15,Personal Care,1,10.98,15,Cash on Delivery,False,Direct
O901748,C101500,2025-02-01,Supplements,2,50.51,0,Wallet,False,Organic
O901749,C101503,2025-02-02,Baby,4,99.96,15,Wallet,False,Organic
O901750,C101506,2025-08-05,Baby,4,87.23,20,Cash on Delivery,False,Email
O901751,C101507,2025-03-20,Personal Care,3,46.18,15,Card,False,Email
O901752,C101509,2025-05-29,Personal Care,2,28.93,15,Transfer,True,Paid Search
O901753,C101509,2025-10-27,Home Care,2,47.97,0,Cash on Delivery,False,Organic
O901754,C101509,2025-01-28,Supplements,1,18.93,20,Wallet,False,Paid Search
O901755,C101510,2025-11-05,Home Care,3,61.28,5,wallet ,False,Email
O901756,C101510,24/01/2025,Personal Care,3,55.06,0,Card,Y,Affiliate
O901757,C101511,19/06/2025,Home Care,4,84.09,0,Transfer,False,Paid Search
O901758,C101513,2025-08-18,Home Care,3 ,42.21,10,Transfer,False,Organic
O901759,C101515,2025-12-15,Personal Care,3,43.97,20,Transfer,False,Paid Social
O901760,C101517,2024/10/20,Supplements,3,63.5,15,Transfer,False,email
O901761,C101517,07/02/2025,Baby,3,79.77,5,Wallet,False,Direct
O901762,C101518,2025-04-23,Snacks,3,32.52,0,Wallet,False,Affiliate
O901763,C101522,2025-05-04,Personal Care,3,44.96,5,Cash on Delivery,False,Direct
O901764,C101523,2025-06-05,Home Care,4,73.39,15,Cash on Delivery,False,Paid Social
O901765,C101524,2024-09-10,Supplements,4,92.13,5,Transfer,False,Direct
O901766,C101524,2025-04-05,Baby,2,54.01,5,Transfer,False,Direct
