lead_id,customer_id,campaign_id,lead_date,lead_source,landing_page,discount_offered_pct,lead_score,observed_region,converted_30d,conversion_date,acquisition_cost_usd
L502096,C101863,MKT2000,2025-05-03,Meta,/promo-summer,0,22,South West,No,,6.94
L502097,C102389,MKT2033,2025-11-19,Programmatic,/new-arrivals,0,31,North West,No,,12.57
L502098,C101078,MKT2035,2025-11-24,Google,/landing-b,0,36,North West,No,,$15.88
L502099,C101320,MKT2018,"Jul 19, 2025",Meta,/bundle-offer,10,42,South West,No,,17.0
L502100,C101319,MKT2032,2025-10-30,Google,/bundle-offer,15,56,South East,Yes,2025-11-05,21.18
L502101,C100867,MKT2023,2025-08-13,CRM,/landing-a,20,40,South South,Yes,2025-08-16,8.45
L502102,C101722,MKT2023,2025-08-20,CRM,/new-arrivals,10,51,North Central,Yes,2025-09-09,$8.03
L502103,C100834,MKT2032,2025-10-24,Google,/landing-a,20,65,South East,Yes,2025-11-07,18.4
L502104,C101358,MKT2003,2025-02-09,CRM,/landing-b,10,32,North Central,No,,8
L502105,C101983,MKT2008,2025-03-28,Meta,/landing-a,20,52,South South,No,,14.1
L502106,C101111,MKT2011,2025-04-29,CRM,/quiz,0,24,South West,Yes,2025-05-04,$5.34
L502107,C101413,MKT2006,2025-03-01,Meta,/landing-b,15,68,South West,No,,9.59
L502108,C100007,MKT2014,2025-10-14,Google,/landing-a,0,46,South West,Yes,2025-10-27,19
L502109,C101072,MKT2031,2025-10-12,Meta,/quiz,5,33,North West,No,,16.12
L502110,C100272,MKT2027,2025-05-11,Google,/landing-b,10,?,North Central,Yes,2025-05-11,$17.49
L502111,C100123,MKT2004,2025-09-03,Partner,/landing-a,0,12,North West,No,,12.36
L502112,C100563,MKT2028,10-07-2025,Google,/quiz,5,51,South South,No,,17.76
L502113,C102199,MKT2018,2025-06-24,Meta,/landing-b,10,53,South South,No,,$22.17
L502114,C101676,MKT2014,2025-10-14,Google,/quiz,0,43,North Central,Yes,2025-11-09,$22.19
L502115,C101751,MKT2017,2025-06-16,Meta,/bundle-offer,0,49,South South,No,,19.16
L502116,C101244,MKT2020,2025-06-08,CRM,/new-arrivals,10,39,South West,Yes,2025-07-03,4.04
L502117,C102212,MKT2023,"Aug 05, 2025",CRM,/new-arrivals,0,44,South West,No,,$7.89
L502118,C102245,MKT2019,2025-08-07,Meta,/new-arrivals,20,53,South West,Yes,12/08/2025,12.02
L502119,C100307,MKT2027,2025-05-03,Google,/new-arrivals,5,85 ,North Central,Yes,2025/05/25,$23.01
L502120,C100099,MKT2014,2025-10-11,Google,/bundle-offer,5,5,North West,Yes,2025-10-13,$17.71
L502121,C100389,MKT2024,2025-09-09,Creator,/promo-summer,10,33,North West,No,,USD 19.09
L502122,C101551,MKT2004,2025-09-03,Partner,/landing-b,10,31,South West,No,,9.63
L502123,C100276,MKT2008,2025-04-01,Meta,/landing-a,20,24,North Central,Yes,2025-04-27,9.04
L502124,C100097,MKT2023,2025-08-04,CRM,/new-arrivals,10,40,North West,Yes,2025-09-01,10.04
L502125,C102334,MKT2008,2025-04-04,Meta,/landing-a,15,42,South East,No,,USD 15.62
L502126,C100388,MKT2003,2025-02-05,CRM,/promo-summer,0,45,South South,Yes,2025-02-15,15.22
L502127,C100182,MKT2033,2025-11-04,Programmatic,/landing-b,0,19,North West,No,,15.11
L502128,C100283,MKT2011,2025-04-19,CRM,/landing-a,5,10,South West,No,,5.57
L502129,C100257,MKT2026,2025-08-27,Google,/new-arrivals,5,24,North Central,No,,16.47
L502130,C102128,MKT2016,2025-06-08,CRM,/bundle-offer,10,42,South East,Yes,2025-06-10,8.07
L502131,C100798,MKT2016,2025-06-08,CRM,/bundle-offer,20,54,North Central,No,,10.79
L502132,C100376,MKT2015,2025-06-04,Google,/landing-b,5,44,South West,No,,20.62
L502133,C101125,MKT2018,2025-07-15,Meta,/quiz,15,53,South South,No,,$7.88
L502134,C101806,MKT2029,2025-10-29,Google,/landing-a,15,26,North West,No,,16.98
L502135,C101630,MKT2022,2025-07-25,CRM,/bundle-offer,0,54,North Central,No,,2.06
L502136,C101265,MKT2023,31/07/2025,CRM,/landing-b,0,26,South East,No,,$11.01
L502137,C100814,MKT2012,2025-06-13,Partner,/bundle-offer,10,28,South South,Yes,2025-07-05,3.08
L502138,C102306,MKT2005,2025-02-20,Meta,/new-arrivals,5,55,South West,No,,12.14
L502139,C101555,MKT2030,2025-02-11,Programmatic,/landing-a,10,5,North West,Yes,"Mar 06, 2025",$13.30
L502140,C100719,MKT2008,2025-03-21,Meta,/promo-summer,10,23,North Central,No,,12.45
L502141,C100257,MKT2002,2025-02-07,Google,/landing-b,10,42,North Central,No,,17.55
L502142,C100965,MKT2011,2025-04-21,CRM,/promo-summer,10,41,North Central,No,,1.95
L502143,C100863,MKT2011,2025-04-18,CRM,/quiz,0,58,South South,Yes,2025-05-16,10.35
L502144,C100471,MKT2017,2025-06-29,Meta,/new-arrivals,15,29,North Central,Yes,2025-07-22,5.04
L502145,C100461,MKT2001,2025-01-30,Google,/landing-a,5,32,South West,No,,24
L502146,C100525,MKT2031,2025-10-10,Meta,/landing-b,15,30,south west,No,,15.79
L502147,C102139,MKT2000,2025-05-23,Meta,/quiz,10,15,North West,No,,24.01
L502148,C100909,MKT2009,2025-04-13,Creator,/landing-a,10,25,North Central,Yes,2025-05-02,28.91
L502149,C102298,MKT2030,2025-01-14,Programmatic,/quiz,0,39,North West,No,,13.95
L502150,C101729,MKT2034,07-14-2025,Meta,/bundle-offer,5,46,North Central,No,,10.93
L502151,C101230,MKT2035,2025-11-22,Google,/quiz,20,19,North Central,1,,22.3
L502152,C100551,MKT2009,2025-03-28,Creator,/bundle-offer,20,44,South West,No,,27.43
L502153,C102268,MKT2031,2025-10-25,Meta,/landing-a,0,24,South West,No,,12.96
L502154,C101670,MKT2004,02/09/2025,Partner,/quiz,10,54,South West,No,,18.33
L502155,C101260,MKT2031,2025-10-30,Meta,/promo-summer,10,50,South West,Yes,2025-11-22,$14.26
L502156,C102198,MKT2002,2025-02-16,Google,/quiz,10,43,North Central,Yes,2025-03-04,$13.94
L502157,C101058,MKT2009,2025-04-29,Creator,/bundle-offer,0,77,South West,Yes,2025-05-14,15.31
L502158,C100514,MKT2013,02-14-2025,Meta,/bundle-offer,20,24,North Central,No,,7.89
L502159,C101620,MKT2033,2025-11-14,Programmatic,/new-arrivals,15,36,South West,Yes,2025-11-30,10
L502160,C101257,MKT2033,2025-11-08,Programmatic,/landing-a,15,8,North Central,Yes,2025-11-08,5.57
L502161,C102027,MKT2008,"Apr 04, 2025",Meta,/promo-summer,10,45,South West,No,,13.42
L502162,C102113,MKT2013,2025-04-04,Meta,/new-arrivals,10,29,South West,No,,13.98
L502163,C101905,MKT2016,2025-05-30,CRM,/bundle-offer,5,5,North West,No,,6.84
L502164,C102015,MKT2025,2025-09-15,Meta,/promo-summer,20,65,South West,No,,$16.22
L502165,C100326,MKT2000,10/05/2025,Meta,/landing-a,20,50,South West,Yes,2025-06-04,$9.52
L502166,C100633,MKT2008,2025-03-25,Meta,/landing-a,5,58,North West,No,,11
L502167,C101463,MKT2011,26/04/2025,CRM,/landing-a,5,46,South West,No,,2.11
L502168,C102022,,2025-04-11,Creator,/landing-b,5,42,South West,Yes,2025-04-11,21.15
L502169,C101005,MKT2001,01-20-2025,Google,/new-arrivals,0,49,South South,Yes,2025-02-12,14.81
L502170,C101006,MKT2029,2025-10-08,Google,/new-arrivals,10,62,South West,Yes,2025-10-10,25.9
L502171,C101216,MKT2013,2025-03-09,Meta,/landing-b,10,22,North Central,No,,USD 12.80
L502172,C102088,MKT2002,03/02/2025,Google,/landing-b,20,39,South East,No,,$21.78
L502173,C102080,MKT2031,2025-10-30,Meta,/landing-a,20,54,North West,Yes,2025-11-27,14
L502174,C100373,MKT2020,2025-03-26,CRM,/new-arrivals,15,33,South West,Yes,20/04/2025,1.0
L502175,C100789,MKT2010,"Apr 09, 2025",Google,/promo-summer,10,37,South West,Yes,2025-05-01,15.5
L502176,C101825,MKT2026,2025-09-16,Google,/promo-summer,0,13,South East,Yes,2025-10-13,13.72
L502177,C100312,MKT2000,2025-05-26,Meta,/quiz,15,33,South East,Yes,2025-06-13,USD 13.95
L502178,C100844,MKT2003,2025-02-05,CRM,/new-arrivals,0,64,South West,No,,4.08
L502179,C101810,MKT2029,2025-10-07,Google,/new-arrivals,10,17,North West,No,,14.98
L502180,C100985,MKT2007,2025-03-25,Creator,/new-arrivals,0,18,North West,No,,16.74
L502181,C100579,MKT2014,2025-10-13,Google,/landing-b,5,51,North Central,Yes,2025-10-17,16.19
L502182,C101968,MKT2023,2025-08-19,CRM,/landing-a,20,25,North West,No,,USD 2.12
L502183,C101361,MKT2022,2025-07-24,CRM,/landing-a,10,34,North West,No,,1.0
L502184,C101842,MKT2015,2025-05-31,Google,/landing-a,10,65,South South,Yes,2025-06-08,19.95
L502185,C100485,MKT2030,2025-01-19,Programmatic,/quiz,15,24,South South,No,,9
L502186,C101787,MKT2029,12/10/2025,Google,/landing-b,15,29,South South,Yes,2025-10-15,$20.41
L502187,C101478,MKT2035,2025-11-26,Google,/landing-b,15,56,North Central,No,,14.79
L502188,C101625,MKT2018,2025-08-29,Meta,/new-arrivals,10,44,South South,No,,12.37
L502189,C100437,MKT2010,22/04/2025,Google,/bundle-offer,10,32,South West,No,,9.95
L502190,C100780,MKT2010,05-24-2025,Google,/bundle-offer,15,32,North West,No,,27.02
L502191,C101230,MKT2017,2025-06-10,Meta,/quiz,0,18,North Central,No,,9.41
L502192,C100333,MKT2008,2025-04-04,Meta,/quiz,10,21,North West,No,,USD 8.91
L502193,C102147,MKT2001,2025-02-02,Google,/promo-summer,10,43,South West,Yes,2025-02-19,13.97
L502194,C101117,MKT2004,2025-09-03,Partner,/bundle-offer,5,33,North West,No,,$10.96
L502195,C100634,MKT2010,2025-04-21,Google,/landing-b,0,46,South East,No,,USD 10.65
L502196,C101830,MKT2016,2025-05-31,CRM,/new-arrivals,10,57,South East,Yes,2025-06-29,6.84
L502197,C102304,MKT2014,09/10/2025,Google,/bundle-offer,15,25,South West,No,,15.59
L502198,C102134,MKT2016,05-28-2025,CRM,/landing-a,20,32,South West,Yes,2025-06-07,7.68
L502199,C102175,MKT2025,2025-09-04,Meta,/quiz,5,41,North Central,No,,USD 13.59
L502200,C101563,MKT2002,2025-01-26,Google,/promo-summer,20,24,South South,Yes,2025-02-01,13.94
L502201,C101211,MKT2009,2025-03-26,Creator,/bundle-offer,10,32,North Central,No,,13.92
L502202,C100349,MKT2028,2025-09-22,Google,/new-arrivals,20,28,North Central,No,,$17.83
L502203,C100877,MKT2021,2025-12-28,Partner,/promo-summer,0,28,South East,No,,15.2
L502204,C101395,MKT2014,"Oct 27, 2025",Google,/landing-a,0,33,North West,Yes,2025-10-28,$15.57
L502205,C100706,MKT2030,2025-02-10,Programmatic,/promo-summer,20,5,South South,No,,$15.66
L502206,C102385,MKT2019,04/08/2025,Meta,/bundle-offer,10,20,South West,No,,16.18
L502207,C101136,MKT2017,2025-06-18,Meta,/quiz,0,30,South West,No,,6.71
L502208,C101829,MKT2012,2025-04-24,Partner,/bundle-offer,0,39,South West,Yes,2025-05-01,12.45
L502209,C101510,MKT2005,2025-02-22,Meta,/landing-b,20,61,South South,No,,$11.38
L502210,C100808,MKT2014,2025-10-23,Google,/quiz,0,33,North West,No,,18.29
L502211,C102092,MKT2021,2025-12-16,Partner,/landing-b,20,40,South West,No,,6.7
L502212,C100408,MKT2023,2025-08-20,CRM,/promo-summer,10,54,North Central,No,,12.63
L502213,C101144,MKT2024,2025-09-02,Creator,/promo-summer,10,24,South West,Yes,2025-09-14,21.22
L502214,C100268,MKT2002,2025-02-02,Google,/bundle-offer,0,79,North Central,Yes,03-02-2025,$15.59
L502215,C100948,MKT2024,2025-09-16,Creator,/landing-a,20,22,North West,Yes,09-22-2025,25.47
L502216,C101216,MKT2007,2025-04-15,Creator,/landing-b,10,40,North Central,Yes,2025-05-09,14.87
L502217,C100578,MKT2029,2025-10-27,Google,/bundle-offer,10,34,North West,Yes,04/11/2025,18.24
L502218,C101286,MKT2009,2025-04-11,Creator,/promo-summer,20,?,South South,No,,USD 17.32
L502219,C102315,MKT2006,2025-03-13,Meta,/quiz,0,5,South West,Yes,2025-03-29,17.96
L502220,C10012,MKT2028,2025-09-22,Google,/landing-a,0,34,North West,No,,22.1
L502221,C101826,MKT2008,2025-03-20,Meta,/landing-a,10,26,South South,No,,17.07
L502222,C100519,MKT2016,2025-06-19,CRM,/new-arrivals,10,42,South West,No,,8.77
L502223,C100842,MKT2033,2025-11-30,Programmatic,/new-arrivals,0,13,North West,No,,$8.43
L502224,C100675,MKT2032,2025-11-15,Google,/landing-b,0,57,South South,No,,$19.58
L502225,C102242,MKT2022,2025-08-03,CRM,/bundle-offer,5,59,South South,No,,$3.76
L502226,C101878,MKT2020,2025-06-05,CRM,/quiz,0,43,South West,No,,6.95
L502227,C102030,MKT2034,2025-08-25,Meta,/promo-summer,10,30,South South,No,,19.03
L502228,C100045,MKT2012,2025/06/07,Partner,/bundle-offer,5,47,North West,Yes,2025-06-24,6.09
L502229,C101096,MKT2021,2026-01-08,Partner,/promo-summer,5,41,South South,Yes,2026-02-01,12.12
L502230,C101438,MKT2010,14/05/2025,Google,/quiz,5,24,North Central,No,,14.01
L502231,C101236,MKT2015,2025-06-04,Google,/bundle-offer,0,57,South West,Yes,2025-06-26,17.93
L502232,C100169,MKT2018,2025-07-03,Meta,/landing-a,10,47,North Central,Yes,2025-07-16,9.24
L502233,C100879,MKT2028,2025-10-05,Google,/quiz,5,50,South West,No,,22.07
L502234,C100361,MKT2000,2025-05-27,Meta,/landing-a,10,23,North West,No,,16.29
L502235,C100907,MKT2012,"Jun 10, 2025",Partner,/promo-summer,5,51,South South,Yes,2025/07/08,$12.27
L502236,C100673,MKT2003,2025-02-11,CRM,/new-arrivals,0,25,South South,No,,1.0
L502237,C100853,MKT2028,2025-09-19,Google,/bundle-offer,5,29,South West,No,,14.42
L502238,C101506,MKT2002,2025-02-02,Google,/quiz,15,70,South West,Yes,2025-02-17,18.53
L502239,C100092,MKT2024,2025-08-16,Creator,/landing-b,15,63,South West,No,,18.66
L502240,C101603,MKT2030,2025-02-05,Programmatic,/promo-summer,0,48,North Central,Yes,2025-02-15,11.66
L502241,C102090,MKT2019,2025-08-06,Meta,/bundle-offer,0,50,South South,No,,14.61
L502242,C101900,MKT2034,2025-08-20,Meta,/promo-summer,0,53,North West,No,,19.63
L502243,C10012,MKT2019,2025-08-11,Meta,/bundle-offer,10%,23,South South,Yes,2025-09-08,17.08
L502244,C101595,MKT2017,06-13-2025,Meta,/quiz,15,11,South West,No,,8.24
L502245,C100385,MKT2034,2025/07/18,Meta,/landing-b,0,22,North West,Yes,2025-07-18,13.56
L502246,C100852,MKT2012,2025-05-27,Partner,/new-arrivals,0,29,South West,No,,$8.61
L502247,C101678,MKT2007,2025-03-17,Creator,/quiz,20,27,South East,No,,22.33
L502248,C102332,MKT2005,2025-03-10,Meta,/promo-summer,15,47,North Central,No,,14.6
L502249,C100707,MKT2000,2025-06-07,Meta,/new-arrivals,15,24,South West,No,,12.28
L502250,C101291,MKT2031,2025-10-24,Meta,/landing-b,15,40,South South,No,,8.5
L502251,C101358,MKT2006,2025-03-04,Meta,/promo-summer,0,23,North Central,No,,16.56
L502252,C102254,MKT2026,09-10-2025,Google,/new-arrivals,0,42,South South,Yes,10-07-2025,$22.25
L502253,C101346,MKT2034,2025-10-30,Meta,/new-arrivals,15,44,South South,Yes,2025-11-05,19.04
L502254,C100190,MKT2016,2025-06-03,CRM,/promo-summer,20,38,South West,Yes,2025-06-04,10.6
L502255,C101343,MKT2013,2025-01-27,Meta,/promo-summer,5,11,North Central,No,,15.33
L502256,C100469,MKT2026,2025-08-30,Google,/landing-b,fifteen,57,South South,Yes,2025-09-03,19.38
L502257,C100623,MKT2002,2025-01-27,Google,/landing-a,10,36,South West,No,,14.12
L502258,C102180,MKT2031,2025-10-29,Meta,/new-arrivals,0,47,South West,Yes,2025-11-15,18.72
L502259,C100973,MKT2034,2025-08-23,Meta,/bundle-offer,20,29,South West,No,,USD 16.80
L502260,C102105,MKT2033,2025-10-30,Programmatic,/new-arrivals,0,33,North Central,No,,9.79
L502261,C101570,MKT2023,2025-08-07,CRM,/landing-b,10,51,North Central,No,,3.51
L502262,C100102,MKT2005,2025-03-14,Meta,/quiz,0,24,South East,No,,11.74
L502263,C100446,MKT2033,2025-11-14,Programmatic,/promo-summer,15,34,South West,No,,10.51
L502264,C101363,MKT2010,2025-05-25,Google,/landing-b,20,37,North Central,No,,$13.49
L502265,C100032,MKT2027,2025-04-16,Google,/promo-summer,0,35,South South,Yes,2025-05-09,26.26
L502266,C101512,MKT2016,2025-05-29,CRM,/quiz,10,53,South West,No,,8.55
L502267,C100218,MKT2016,2025/06/05,CRM,/landing-a,0,23,North West,Yes,2025-06-27,3.63
L502268,C102254,MKT2006,2025-03-20,Meta,/promo-summer,0,37,South South,No,,17
L502269,C102097,MKT2028,2025-09-14,Google,/landing-b,10,56,South West,Yes,2025-09-25,10.94
L502270,C100268,MKT2035,2025-12-13,Google,/promo-summer,0,50,North Central,No,,15.78
L502271,C101977,MKT2008,2025-04-22,Meta,/landing-a,5,56,South West,No,,8.34
L502272,C100540,MKT2015,23/05/2025,Google,/quiz,15,44,North West,No,,$15.70
L502273,C100128,MKT2023,2025-09-01,CRM,/quiz,10,41,South South,Yes,2025-10-01,7.13
L502274,C100943,MKT2015,2025-05-20,Google,/landing-a,0,38,South South,No,,$15.18
L502275,C101943,MKT2029,2025-10-23,Google,/promo-summer,10,35,South West,No,,19.41
L502276,C100800,MKT2011,23/04/2025,CRM,/quiz,20,39,North Central,No,,3.48
L502277,C102023,MKT2000,2025-08-05,Meta,/bundle-offer,20,43,South West,No,,14.6
L502278,C102253,MKT2015,2025-06-13,Google,/promo-summer,15,59,South West,Yes,2025-07-11,$19.89
L502279,C101268,MKT2016,2025-06-18,CRM,/promo-summer,10,42,South West,Yes,2025-07-15,9.63
L502280,C100018,MKT2019,2025-07-26,Meta,/new-arrivals,0,35,North Central,No,,16.73
L502281,C101215,MKT2001,2025-02-15,Google,/landing-b,0,16,North West,No,,21
L502282,C100965,MKT2007,2025-03-20,Creator,/promo-summer,10,42,North Central,No,,USD 27.14
L502283,C101392,MKT2013,2025-05-12,Meta,/new-arrivals,15,30,South South,No,,11.34
L502284,C101124,MKT2003,2025-02-11,CRM,/new-arrivals,20,40,North West,No,,5.72
L502285,C101689,MKT2015,2025-05-19,Google,/promo-summer,10,36,South West,Yes,2025-05-31,17.41
L502286,C102185,MKT2030,2025-01-31,Programmatic,/landing-a,0,27,North Central,No,,5.09
L502287,C100564,MKT2023,2025-09-05,CRM,/landing-a,20,31,South West,No,,10.7
L502288,C101264,MKT2003,2025-02-04,CRM,/promo-summer,20,56,South South,No,,12
L502289,C101570,MKT2023,2025-09-04,CRM,/promo-summer,10,46,North Central,No,,1.0
L502290,C101267,MKT2010,2025-04-16,Google,/bundle-offer,0,66,South West,Yes,2025-05-08,11.13
L502291,C101814,MKT2009,2025/05/07,Creator,/bundle-offer,10,11,North Central,No,,$22.47
L502292,C100412,MKT2001,2025-02-13,Google,/bundle-offer,25,39,South South,No,,13.62
L502293,C100600,MKT2032,2025-11-13,Google,/bundle-offer,0,23,North West,No,,12.09
L502294,C100521,MKT2011,2025-04-14,CRM,/landing-b,0,21,North Central,No,,11.59
L502295,C100727,MKT2034,2025-08-31,Meta,/new-arrivals,10,34,South South,Yes,2025-09-09,10.7
L502296,C102139,MKT2029,2025-10-18,Google,/landing-b,15,34,North West,No,,16
L502297,C100308,MKT2009,"Mar 28, 2025",Creator,/landing-a,10,46,South East,No,,15
L502298,C101718,MKT2014,2025/10/12,Google,/landing-a,15,55,South West,No,,19.23
L502299,C100780,MKT2018,2025-07-28,Meta,/promo-summer,10,40,North West,Yes,2025-08-22,12.97
L502300,C100087,MKT2012,2025-05-01,Partner,/promo-summer,0,11,North West,No,,8
L502301,C100453,MKT2031,2025-11-05,Meta,/landing-b,0,39,South West,No,,17.95
L502302,C102303,MKT2013,2025-04-04,Meta,/promo-summer,10,47,North Central,No,,18.07
L502303,C100368,MKT2024,2025-09-01,Creator,/landing-b,10,27,South West,No,,18.77
L502304,C101219,MKT2027,2025-04-09,Google,/quiz,0,43,South East,No,,21.58
L502305,C101859,MKT2027,2025-04-09,Google,/promo-summer,0,42,North Central,Yes,2025/05/08,14.01
L502306,C100728,MKT2000,2025-05-12,Meta,/bundle-offer,0,25,South South,No,,USD 18.01
L502307,C100102,MKT2009,2025-04-28,Creator,/landing-a,5,13,South East,No,,24.51
L502308,C102272,MKT2023,2025-07-30,CRM,/new-arrivals,10,64,South South,No,,7.64
L502309,C102136,MKT2019,2025-07-06,Meta,/promo-summer,15,24,South South,No,,24.59
L502310,C101611,MKT2034,2025-09-22,Meta,/new-arrivals,0,46,South South,No,,15.49
L502311,C100777,MKT2006,2025-03-17,Meta,/landing-b,10,62,South South,No,,$11.42
L502312,C100594,MKT2003,2025-02-11,CRM,/new-arrivals,20,23,North West,No,,6.77
L502313,C101478,MKT2007,2025-03-19,Creator,/new-arrivals,0,21,North Central,No,,17.61
L502314,C101575,MKT2014,2025-11-09,Google,/new-arrivals,10,33,South West,Yes,2025-12-03,13.04
L502315,C100799,MKT2026,2025/09/20,Google,/promo-summer,0,high,South West,0,,15.63
L502316,C100456,MKT2001,2025-02-16,Google,/bundle-offer,10,7,South South,No,,14.8
L502317,C101668,MKT2004,2025-09-03,Partner,/new-arrivals,15,43,North West,No,,12.94
L502318,C102042,MKT2009,2025-04-24,Creator,/landing-b,5,31,South West,Yes,2025-05-07,24.27
L502319,C101633,MKT2003,2025-02-09,CRM,/landing-a,10,52,South East,Yes,2025-02-21,2.46
L502320,C101625,MKT2002,2025-01-25,Google,/quiz,10,35,South South,Yes,2025-01-27,USD 18.54
L502321,C102052,MKT2014,2025-10-13,Google,/quiz,0,38,South West,Yes,2025-11-08,16.1
L502322,C101864,MKT2029,24/10/2025,Google,/bundle-offer,10,36,South West,Yes,2025-11-18,22.65
L502323,C100556,MKT2031,2025-11-04,Meta,/new-arrivals,15,?,South West,No,,9.52
L502324,C102357,MKT2027,04-12-2025,Google,/landing-b,15,54,South West,Yes,2025-04-18,USD 19.82
L502325,C102219,MKT2000,2025-05-20,Meta,/new-arrivals,0,31,South West,Yes,2025/06/07,17.23
L502326,C100554,MKT2030,2025-01-15,Programmatic,/bundle-offer,5,21,North Central,N,,6.52
L502327,C102187,MKT2008,2025-03-24,Meta,/new-arrivals,0,46,South South,Yes,2025-03-27,USD 18.81
L502328,C100129,MKT2015,"May 30, 2025",Google,/new-arrivals,10,53,North Central,Yes,29/06/2025,16.71
L502329,C101973,MKT2020,2025-06-29,CRM,/new-arrivals,20,46,South West,Yes,2025-06-30,$1.84
L502330,C101415,MKT2009,2025-04-19,Creator,/landing-b,15,29,North Central,No,,22.56
L502331,C102371,MKT2007,"Apr 01, 2025",Creator,/promo-summer,5,28,South South,No,,23.34
L502332,C100138,MKT2033,2025-10-28,Programmatic,/new-arrivals,0,26,North West,No,,$1.00
L502333,C100007,MKT2019,2025-07-27,Meta,/landing-a,10,71,South West,Yes,2025-08-12,12.58
L502334,C102010,MKT2014,2025-10-31,Google,/landing-a,0,5,North Central,No,,$10.49
L502335,C100676,MKT2017,2025-06-19,Meta,/promo-summer,5,15,South West,No,,19.17
L502336,C101924,MKT2000,2025-05-31,Meta,/landing-b,20,39,South South,No,,20.49
L502337,C100176,MKT2034,2025-10-01,creator ,/quiz,10,56,South South,No,,13.14
L502338,C100381,MKT2027,2025-04-16,Google,/new-arrivals,0,47,North Central,Y,,11.7
L502339,C101277,MKT2025,09-22-2025,Meta,/promo-summer,5,30,South West,No,,13.69
L502340,C102151,MKT2027,2025-05-02,Google,/quiz,10,34,North West,No,,17.15
L502341,C102298,MKT2020,2025-06-29,CRM,/promo-summer,10,34,North West,Yes,2025/06/29,3.19
L502342,C100266,MKT2035,2025-12-04,Google,/new-arrivals,0,44,South East,No,,16.14
L502343,C100945,MKT2019,2025-07-19,Meta,/bundle-offer,15,25,North West,Yes,2025-07-27,$16.27
L502344,C100921,MKT2026,2025-09-21,Google,/landing-a,15,37,North Central,Yes,2025-09-25,$18.87
L502345,C101845,MKT2007,2025-03-30,Creator,/landing-a,10,35,South West,Yes,2025-04-29,24.6
L502346,C102012,MKT2023,15/08/2025,CRM,/landing-a,20,33,South West,Yes,2025-08-26,5
L502347,C100453,MKT2019,2025-07-06,Meta,/quiz,20,24,South West,No,,USD 18.58
L502348,C100965,MKT2008,2025-04-10,Meta,/quiz,20,44,North Central,No,,14.66
L502349,C101092,MKT2005,03-09-2025,Meta,/landing-b,5,32,South East,Yes,2025/03/10,14.68
L502350,C100245,MKT2016,2025-06-14,CRM,/promo-summer,0,25,North West,No,,7.94
L502351,C101214,MKT2014,2025-11-03,Google,/new-arrivals,15,33,South South,No,,$19.51
L502352,C101820,MKT2023,2025-08-04,CRM,/landing-b,10,36,North Central,No,,1.0
L502353,C101399,MKT2024,2025-08-16,Creator,/quiz,20,34,South West,No,,$23.94
L502354,C102099,MKT2009,2025-03-29,Creator,/landing-a,20,40,North Central,No,,21.33
L502355,C101630,MKT2004,2025-09-03,Partner,/landing-a,0,28,North Central,No,,8.14
L502356,C101695,MKT2013,2025/03/01,Meta,/landing-b,0,28,North West,Yes,2025-03-11,25
L502357,C101249,MKT2025,2025-08-17,Meta,/landing-b,10,37,South West,Yes,2025-09-11,16.24
L502358,C100243,MKT2030,16/01/2025,Programmatic,/quiz,10,24,South East,No,,14.82
L502359,C100040,MKT2017,2025-06-06,Meta,/bundle-offer,15,49,South West,No,,14.84
L502360,C100998,MKT2029,2025-10-18,Google,/quiz,10,28,North West,No,,26.38
L502361,C101728,MKT2020,2025-05-31,CRM,/bundle-offer,0,28,North Central,Yes,2025-06-22,8.15
L502362,C100003,MKT2013,2025-02-20,Meta,/promo-summer,20,9,North West,Yes,2025-03-17,12.32
L502363,C101946,MKT2021,2025-12-22,Partner,/quiz,5,22,South South,Yes,2026-01-17,16.18
L502364,C100598,MKT2009,04-08-2025,Creator,/new-arrivals,0,18,South West,No,,14.08
L502365,C102275,MKT2023,2025-08-30,CRM,/quiz,0,22,South South,Yes,2025-09-19,$8.45
L502366,C102295,MKT2006,2025-03-18,Meta,/quiz,15,52,South West,Yes,2025/04/04,12.11
L502367,C101687,MKT2026,2025-09-26,Google,/new-arrivals,0,20,South West,No,,22.36
L502368,C101613,MKT2028,2025-10-05,Google,/landing-a,10,28,South-West,No,,18.16
L502369,C101774,MKT2010,2025/04/14,Google,/new-arrivals,10,39,South East,No,,USD 20.47
L502370,C101332,MKT2029,2025-10-19,Google,/bundle-offer,0,6,South South,No,,$14.72
L502371,C100116,MKT2010,05-04-2025,Google,/promo-summer,5,22,South West,No,,15.8
L502372,C101425,MKT2007,2025-03-16,Creator,/bundle-offer,20,28,South West,No,,16.53
L502373,C100926,MKT2028,10-02-2025,Google,/new-arrivals,5,41,North West,No,,22.08
L502374,C102196,MKT2028,2025-09-15,Google,/landing-b,5,51,North West,Yes,2025-10-12,21.22
L502375,C101911,MKT2013,2025-03-29,Meta,/promo-summer,0,47,North West,No,,$13.57
L502376,C101053,MKT2013,2025-05-31,Meta,/promo-summer,20,49,North Central,Yes,2025-06-25,18.04
L502377,C100710,MKT2003,2025-02-01,CRM,/quiz,20,35,North Central,Yes,2025-02-14,$11.37
L502378,C101229,MKT2005,2025-02-24,Meta,/new-arrivals,0,28,North Central,No,,15.17
