session_id,customer_id,campaign_id,session_date,device,channel_group,pages_viewed,time_on_site_sec,bounce,add_to_cart,checkout_started,geo_region
S809703,C101447,MKT2018,2025-11-30 20:40:46,Tablet,Paid Social,10,188,False,False,False,South West
S809704,C100054,MKT2006,2025-03-07 16:12:06,Mobile,Paid Social,4,403,False,True,True,South South
S809705,C101448,MKT2023,"Apr 21, 2025",Desktop,Email,4,36,False,False,False,North West
S809706,C102338,MKT2023,2025-03-24 18:21:03,Desktop,Email,10,207,False,False,False,North West
S809707,C100761,MKT2001,03/03/2025,Mobile,Paid Search,5,479,False,False,False,South South
S809708,C101226,MKT2035,2025-06-02 21:45:04,Mobile,Paid Search,4,201,False,False,False,North West
S809709,C100990,,2025-12-02 01:18:15,Mobile,Email,10,158,False,False,False,South South
S809710,C102246,MKT2002,2025-03-11 13:53:23,Desktop,Paid Search,3,54,True,False,False,South South
S809711,C100652,MKT2016,12-19-2025,Mobile,Email,3,152,True,True,False,South West
S809712,C101445,MKT2003,2025-05-02,Mobile,Email,4,196,True,False,False,North Central
S809713,C100199,MKT2019,2025-12-24 13:54:27,Desktop,Paid Social,4,409,False,True,False,South South
S809714,C100997,MKT2018,2025-12-30 07:13:46,Desktop,Paid Social,7,358,False,False,False,South South
S809715,C101383,MKT2004,2025-05-01 11:35:51,Mobile,Affiliate,2,219,True,False,False,south west
S809716,C100596,MKT2020,2025-07-10 15:03:35,Mobile,Email,11,277,False,False,False,South West
S809717,C102239,MKT2021,09/05/2025,Mobile,Affiliate,4,267,True,False,False,South South
S809718,C100091,,2025-09-25 18:48:50,Mobile,Direct,4,187,False,False,False,North Central
S809719,C100165,MKT2022,2025-11-20 14:47:11,Mobile,Email,5,329,False,False,False,South East
S809720,C102256,MKT2010,2025-08-30 18:06:07,Mobile,Paid Search,2,8,True,False,False,North West
S809721,C101072,MKT2027,2025-07-13 06:22:30,Mobile,Paid Search,5,519,False,False,False,North West
S809722,C102351,MKT2030,2025-12-23 12:58:23,Mobile,Display,4,272,False,False,False,South West
S809723,C100067,MKT2034,2025-07-11 06:55:32,Mobile,Paid Social,6,379,False,True,True,South South
S809724,C101300,MKT2017,2025/09/27,Mobile,Paid Social,4,144,False,True,True,North West
S809725,C102273,MKT2009,2025-10-31 07:29:21,Mobile,Influencer,9,355,False,True,True,South South
S809726,C102327,MKT2026,2025-12-05 17:01:56,Mobile,Paid Search,9,199,False,True,True,South West
S809727,C100731,MKT2005,2025-02-08 18:09:09,Desktop,Paid Social,5,179,True,False,False,South South
S809728,C100773,MKT2003,2025-07-06 12:47:19,Mobile,Email,4,150,True,False,False,North West
S809729,C101397,,2025-04-12 14:05:34,Mobile,Influencer,4,319,False,False,False,South South
S809730,C100521,MKT2015,2025/05/13,Mobile,Paid Search,7,299,False,False,False,North Central
S809731,C102205,MKT2017,2025-12-25 23:59:44,Mobile,Paid Social,6,8,True,False,False,South West
S809732,C100525,MKT2001,2025-10-25 12:18:29,Mobile,Paid Search,7,253,True,True,False,south west
S809733,C100958,MKT2016,2025-11-15 17:26:22,Desktop,Email,5,251,False,False,False,North Central
S809734,C100370,MKT2020,"Feb 05, 2025",Mobile,Email,2,511,False,False,False,South South
S809735,C102047,,2025-05-21 10:20:51,Mobile,Direct,6,402,False,True,False,North West
S809736,C101848,MKT2003,2025-03-13 11:28:35,Desktop,Email,4,215,False,True,True,South West
S809737,C102180,MKT2033,"Mar 02, 2025",Mobile,Display,3,307,False,True,True,South West
S809738,C101336,MKT2020,2025-07-27 11:26:34,Desktop,Email,6,0,False,False,False,South West
S809739,C100826,MKT2012,2025-07-05 22:38:16,Mobile,Affiliate,6,130,False,True,False,South East
S809740,C100017,MKT2008,2025-04-20 16:47:43,Mobile,Paid Social,8,309,False,True,False,South West
S809741,C100466,MKT2015,2025-09-24 23:09:13,Mobile,Paid Search,4,135,False,False,False,South West
S809742,C100075,MKT2005,12-24-2025,Mobile,Paid Social,8,184,False,True,True,South West
S809743,C100607,MKT2006,2025-01-27,Mobile,Paid Social,7,187,False,True,True,South West
S809744,C100263,MKT2011,2025-01-09,Mobile,Email,4,188,False,False,False,North West
S809745,C100187,,2025-03-16 22:07:58,Desktop,Email,5,100,False,False,False,South West
S809746,C101758,MKT2035,2025-08-02 20:20:52,Mobile,Paid Search,5,409,False,True,True,North Central
S809747,C101562,MKT2023,2025-08-03 12:18:01,Mobile,Email,3,221,True,False,False,South West
S809748,C101526,MKT2014,2025-09-03 18:19:21,Mobile,Paid Search,5,387,False,False,False,North West
S809749,C102152,,2025-07-14 21:01:45,Desktop,Organic,7,227,False,True,True,South West
S809750,C101902,MKT2005,2025-02-13 00:25:21,Mobile,Paid Social,4,8,False,True,False,South East
S809751,C100142,,30/12/2025,Mobile,Direct,8,187,False,False,False,North Cntrl
S809752,C100364,MKT2007,2025-07-15 08:39:52,Mobile,Influencer,2,397,False,False,False,South South
S809753,C100541,,2025-08-20 17:29:09,Tablet,Organic,3,8,False,False,False,North West
S809754,C101708,,2025-10-29 04:58:19,Mobile,Email,6,216,True,False,False,South East
S809755,C101471,MKT2009,2025-10-16 10:24:25,Mobile,Influencer,8,8,False,True,False,North West
S809756,C100500,MKT2022,2025-06-16 18:34:38,Mobile,Email,3,186,True,False,False,South South
S809757,C102248,MKT2005,2025-11-25 23:46:54,Mobile,Paid Social,3,398,False,False,False,South South
S809758,C100773,MKT2020,2025-08-26 18:42:14,Mobile,Email,5,340,False,False,False,North West
S809759,C101344,MKT2031,2025-09-25 23:03:39,Desktop,Paid Social,5,211,False,True,True,South South
S809760,C101493,MKT2006,2025-07-28 08:08:35,Desktop,Paid Social,5,242,False,False,False,South South
S809761,C101238,MKT2026,2025-01-04 07:03:56,Mobile,Paid Search,7,192,False,True,False,South West
S809762,C101630,MKT2024,2025-08-25 17:50:42,Desktop,Influencer,7,313,False,True,True,North Central
S809763,C101972,MKT2013,2025-12-03 11:09:17,Mobile,Paid Social,6,8,False,True,True,South West
S809764,C100601,MKT2025,2025-03-30 15:20:07,Mobile,Paid Social,6,196,False,False,False,North Central
S809765,C101503,MKT2033,2025-04-13 19:10:46,Desktop,Display,8,359,False,False,False,South South
S809766,C101711,MKT2005,2025-01-31 11:11:02,Mobile,Paid Social,9,297,False,False,False,North Central
S809767,C101460,MKT2008,2025-05-02 09:44:22,Mobile,Paid Social,7,236,False,False,False,North Central
S809768,C100680,MKT2006,2025-05-03 05:22:17,Desktop,Paid Social,4,159,False,True,False,South South
S809769,C100555,MKT2003,2025-09-11 17:41:54,Mobile,Email,5,207,False,False,False,South South
S809770,C101459,MKT2001,2025-07-19 01:36:47,Mobile,Paid Search,4,307,False,False,False,South South
S809771,C101580,MKT2034,2025-08-12 20:37:28,Mobile,Paid Social,3,472,False,True,True,South West
S809772,C100118,MKT2017,09-18-2025,Mobile,Paid Social,5,343,False,False,False,North West
S809773,C100217,MKT2000,2025/08/01,Mobile,Paid Social,6,305,False,True,False,North West
S809774,C101012,MKT2027,2025-12-11 06:31:17,Desktop,Paid Search,7,285,True,False,False,North Central
S809775,C100960,,2025-05-20,Mobile,Organic,6,102,False,False,False,South South
S809776,C101693,,2025/10/14,Mobile,Direct,7,85,False,False,False,South West
S809777,C101754,MKT2008,25/05/2025,Tablet,Paid Social,5,160,False,False,False,South West
S809778,C100358,,2025-12-22 19:27:20,Mobile,Direct,4,164,False,False,False,South-West
S809779,C100757,MKT2011,2025-06-27 01:09:39,Desktop,Email,8,314,False,True,False,South West
S809780,C101133,MKT2030,2025-10-13,Mobile,Display,3,380,True,False,False,North Central
S809781,C102032,MKT2035,2025-11-17 00:19:24,Mobile,Paid Search,3,213,False,True,True,South West
S809782,C100626,MKT2021,2025-03-27 14:41:38,Mobile,Affiliate,2,440,False,True,True,South East
S809783,C101812,MKT2012,2025-10-31,Desktop,Affiliate,7,252,True,False,False,South South
S809784,C100106,MKT2018,2025-01-05 10:39:14,Mobile,Paid Social,6,316,False,True,True,South East
S809785,C100441,MKT2029,2025-06-18 04:50:20,Mobile,Paid Search,6,157,False,False,False,South South
S809786,C101363,MKT2018,2025-09-02 06:11:58,Mobile,Paid Social,4,164,True,False,False,North Central
S809787,C100092,MKT2021,2025-06-30 17:08:39,Desktop,Affiliate,10,161,False,True,False,South West
S809788,C100086,MKT2029,2025-02-17 21:25:29,Tablet,Paid Search,5,159,False,False,False,South West
S809789,C101434,,08-18-2025,Mobile,Referral,7,357,False,True,True,South West
S809790,C100369,MKT2023,2025-10-18 08:39:45,Mobile,Email,5,164,True,False,False,South South
S809791,C100299,MKT2016,2025-07-18 11:41:07,Mobile,Email,7,88,True,False,TRUE,North West
S809792,C100231,,24/05/2025,Mobile,Referral,10,67,True,True,True,south west
S809793,C101593,MKT2029,2025-03-11 15:28:42,Mobile,Paid Search,5,347,False,True,True,South West
S809794,C101600,MKT2006,2025-05-31 18:01:19,Mobile,Paid Social,7,192,False,False,False,North Central
S809795,C100255,MKT2025,02/12/2025,Mobile,Paid Social,2,320,True,False,False,North West
S809796,C102300,MKT2021,2025-05-15 17:27:52,Mobile,Affiliate,5,229,False,True,False,South West
S809797,C101320,MKT2028,2025-05-02 06:06:44,Mobile,Paid Search,4,292,True,False,False,South West
S809798,C100790,MKT2009,2025-06-15,Mobile,Influencer,5,86,False,True,True,South West
S809799,C101012,MKT2029,2025-10-12 23:22:09,Desktop,Paid Search,6,289,True,True,False,North Central
S809800,C100953,MKT2000,2025-03-24 03:16:16,Mobile,Paid Social,4,339,True,True,True,S/South
S809801,C102193,MKT2026,2025-04-16 14:13:17,Desktop,Paid Search,3,36,False,False,False,North Central
S809802,C100991,,2025-09-11,Mobile,Email,5,184,False,False,False,South South
S809803,C100097,MKT2010,2025-02-23 01:43:06,Desktop,Paid Search,6,188,True,False,False,North West
S809804,C102166,MKT2014,2025-03-13 17:13:37,Mobile,Paid Search,5,261,True,False,False,North Central
S809805,C101979,MKT2022,2025-10-29 14:34:46,Mobile,Email,9,170,False,False,False,South West
S809806,C101998,,2025-10-18 21:42:57,Mobile,Direct,6,118,False,False,False,South West
S809807,C101172,MKT2005,2025-11-07 06:47:17,Desktop,Paid Social,3,218,True,False,False,North Central
S809808,C101081,MKT2002,2025-10-31 19:19:43,Desktop,Paid Search,6,330,False,True,True,North West
S809809,C100416,MKT2013,2025-09-24 04:45:48,Mobile,Paid Social,7,271,False,False,False,South West
S809810,C102227,,2025-01-24 08:09:40,Mobile,Referral,7,308,False,True,False,South West
S809811,C101599,MKT2025,"Jan 17, 2025",Mobile,Paid Social,5,236,False,False,False,South West
S809812,C100603,MKT2003,2025-11-28 20:30:18,Mobile,Email,7,108,False,True,False,South West
S809813,C100268,MKT2029,10/12/2025,Mobile,Paid Search,1,282,False,False,False,North Central
S809814,C100790,MKT2000,2025-07-11 21:41:21,Mobile,Paid Social,2,246,False,True,True,South West
S809815,C100777,,2025-08-04 21:24:00,Mobile,Paid Search,6,75,False,False,False,South South
S809816,C100406,MKT2002,2025-07-25 12:56:36,Mobile,Paid Search,3,41,False,False,False,North Central
S809817,C101474,,2025-11-26 11:59:19,Mobile,Direct,4,124,True,False,False,South South
S809818,C101100,,2025-06-28 08:54:49,Mobile,Organic,5,149,False,False,False,South South
S809819,C100897,MKT2022,2025-08-04 21:40:23,Desktop,Email,5,145,True,False,False,North Central
S809820,C100244,,2025-04-23 06:28:51,Mobile,Organic,4,394,False,False,False,South West
S809821,C100652,MKT2031,2025-05-27 16:01:10,Mobile,Paid Social,2,43,True,False,False,South West
S809822,C101707,MKT2013,2025-03-17 15:33:48,Mobile,Paid Social,7,204,False,True,False,South West
S809823,C100728,MKT2002,2025-04-21 13:39:13,Desktop,Paid Search,4,8,False,True,True,South South
S809824,C100180,MKT2009,2025-06-09 09:19:55,Desktop,Influencer,2,241,False,False,False,South West
S809825,C101048,MKT2019,2025-12-22,Mobile,Paid Social,3,588,True,False,False,South West
S809826,C101445,,2025/08/22,Mobile,Referral,2,178,False,False,False,North Central
S809827,C102269,MKT2020,2025-06-09 12:25:49,Mobile,Email,7,360,False,True,True,South West
S809828,C101313,MKT2009,2025-11-26,Desktop,Influencer,6,301,False,True,False,South West
S809829,C101171,MKT2025,2025-04-23 23:10:23,Mobile,Paid Social,9,207,False,True,True,South East
S809830,C100033,,2025-01-02 04:02:45,Desktop,Organic,10,77,False,False,False,South West
S809831,C101046,,09-19-2025,Mobile,Referral,4,481,True,False,False,South South
S809832,C101558,MKT2027,2025-10-04 10:48:37,Mobile,Paid Search,5,533,True,False,False,South West
S809833,C102335,,2025-11-04 04:16:31,Mobile,Organic,10,335,False,True,True,North West
S809834,C101000,MKT2015,"Jan 09, 2025",Tablet,Paid Search,5,141,False,False,False,South West
S809835,C102275,,2025-04-27 09:39:23,Mobile,Referral,5,128,True,False,False,South South
S809836,C101515,,2025-02-12 08:34:12,Tablet,Referral,9,76,False,False,False,South West
S809837,C100531,MKT2023,2025-03-01 19:49:43,Tablet,Email,4,239,False,True,False,North Central
S809838,C101473,,2025-05-30 17:03:12,Desktop,Organic,5,353,False,True,False,South West
S809839,C102033,,2025-10-19 16:31:25,Mobile,Direct,3,192,False,False,False,South West
S809840,C101804,MKT2026,2025-01-23 03:52:04,Desktop,Paid Search,5,403,False,True,False,South West
S809841,C101569,MKT2017,2025/11/17,Mobile,Paid Social,4,333,False,True,True,North West
S809842,C102085,MKT2003,2025-09-03 00:53:14,Mobile,Email,5,83,False,False,False,South South
S809843,C101483,MKT2031,2025-01-09 21:33:46,Mobile,Paid Social,3,202,True,False,False,South West
S809844,C102271,,2025-02-01 22:23:18,Mobile,Email,4,148,False,False,False,North Central
S809845,C102119,MKT2034,2025-04-19 15:10:52,Desktop,Paid Social,7,310,False,False,False,N Central
S809846,C100453,,2025-05-27 02:33:41,Mobile,Organic,7,8,False,False,False,South West
S809847,C101073,MKT2019,2025-03-18 06:23:21,Mobile,Paid Social,9,226,False,True,False,South West
S809848,C100458,MKT2021,2025/09/18,Mobile,Affiliate,8,41,False,True,True,South West
S809849,C101893,,2025-08-30 06:20:44,Desktop,Email,7,192,True,False,False,South West
S809850,C101159,MKT2032,18/05/2025,Mobile,Paid Search,6,153,False,True,True,South South
S809851,C102074,MKT2000,2025-11-06 02:46:20,Mobile,Paid Social,5,371,True,False,False,South South
S809852,C101972,,2025-05-16 08:58:55,Mobile,Direct,5,182,False,False,False,South West
S809853,C100316,MKT2024,2025-09-26 13:34:08,Mobile,Influencer,6,109,True,False,False,North Central
S809854,C102111,MKT2017,2025-09-03 07:07:38,Mobile,Paid Social,5,202,False,False,False,North West
S809855,C100379,,2025-03-15 08:55:01,Tablet,Email,6,225,False,True,True,S/South
S809856,C100463,MKT2021,2025-10-13 02:38:15,Mobile,Affiliate,4,319,False,True,False,south west
S809857,C101838,MKT9999,2025-08-12 16:54:15,Mobile,Paid Search,5,372,False,True,True,South West
S809858,C100697,MKT2014,2025-07-20 08:39:17,Mobile,Paid Search,5,94,False,False,False,North Central
S809859,C101380,MKT2025,2025-11-16 12:19:15,Mobile,Paid Social,4,318,False,False,False,South South
S809860,C100453,MKT2020,2025-05-16 01:33:01,Mobile,Email,5,383,False,False,False,South West
S809861,C102265,MKT2025,2025-02-04 16:21:32,Desktop,Paid Social,6,287,False,False,False,North West
S809862,C101871,,2025-10-11 20:36:58,Mobile,Organic,4,275,True,False,False,North Central
S809863,C101257,MKT2027,07-09-2025,Mobile,Paid Search,6,288,False,False,False,North Central
S809864,C102209,MKT2035,2025-07-30 10:06:00,Mobile,Paid Search,4,233,True,False,False,North Central
S809865,C101480,MKT2031,2025-08-21 14:00:52,Mobile,Paid Social,3,169,False,False,False,North West
S809866,C102239,MKT2025,19/12/2025,Mobile,Paid Social,6,311,False,True,True,South South
S809867,C100710,MKT2009,2025-11-05 11:11:47,Mobile,Influencer,5,315,False,False,False,North Central
S809868,C101426,,2025-08-10 20:18:24,Mobile,Email,2,134,False,False,False,North West
S809869,C101221,,2025-06-11 23:32:12,Tablet,Organic,4,299,False,False,False,North West
S809870,C101309,MKT2020,2025-03-13 02:18:44,Tablet,Email,4,175,True,True,True,South East
S809871,C100746,,2025-03-03 12:29:14,Desktop,Referral,5,21,False,False,False,North Central
S809872,C101272,MKT2015,2025-02-04 08:32:22,Mobile,Paid Search,4,210,False,False,False,North Central
S809873,C101748,,2025-03-31 21:25:18,Mobile,Organic,3,320,False,False,False,South South
S809874,C101690,,2025-01-31 14:52:32,Mobile,Organic,5,207,True,False,False,North Central
S809875,C102028,MKT2012,2025-04-28 07:25:08,Desktop,Affiliate,4,456,True,True,False,North West
S809876,C101515,MKT2018,2025-08-01 10:58:57,Mobile,Paid Social,8,277,True,False,False,South West
S809877,C101312,,2025-05-27 11:17:13,Mobile,Organic,4,202,True,False,False,North West
S809878,C101152,MKT2034,2025-08-03 15:13:01,Desktop,Paid Social,10,305,False,True,False,South-West
S809879,C102392,MKT2025,2025-04-10 10:59:40,Tablet,Paid Social,6,318,False,False,False,North Central
S809880,C102297,MKT2028,2025-01-06 12:00:19,Tablet,Paid Search,10,406,False,True,True,North West
S809881,C101388,MKT2005,2025/08/21,Tablet,Paid Social,9,245,False,True,True,North Central
S809882,C101103,MKT2000,2025-06-30 07:32:05,Mobile,Paid Social,9,287,False,True,True,South West
S809883,C101170,MKT2025,11-26-2025,Mobile,Paid Social,1,96,True,False,False,South South
S809884,C100460,MKT2032,2025-01-28 14:29:16,Mobile,Paid Search,7,409,False,True,False,South South
S809885,C101859,MKT2000,04-19-2025,Mobile,Paid Social,6,240,False,False,False,North Central
S809886,C101019,MKT2027,2025-06-24,Tablet,Paid Search,4,122,True,False,False,North Central
S809887,C100052,,2025-05-31 08:26:14,Mobile,Email,4,182,False,False,False,North West
S809888,C101803,MKT2021,2025-03-06 10:18:51,Mobile,Affiliate,6,8,False,True,True,South South
S809889,C100144,MKT2016,2025-11-27 15:15:32,Mobile,Email,7,41,False,False,False,South East
S809890,C100797,MKT2001,2025/10/03,Desktop,Paid Search,6,362,False,True,True,South South
S809891,C101976,MKT2032,2025-09-25,Mobile,Paid Search,8,448,True,False,False,South South
S809892,C101644,MKT2031,2025-11-12 07:21:34,Mobile,Paid Social,5,371,True,False,False,South South
S809893,C100190,MKT2011,2025-02-04 09:13:14,Mobile,Email,11,327,True,False,False,South West
S809894,C101428,,2025-09-03 20:50:51,Mobile,Organic,7,418,False,True,False,North Central
S809895,C101552,,2025-05-10 03:53:22,Desktop,Email,3,239,True,False,False,South East
S809896,C100668,MKT2033,2025-04-01 22:54:41,Mobile,Display,7,254,True,True,True,South South
S809897,C101036,MKT2002,2025-06-15 08:43:11,Mobile,Paid Search,7,137,False,False,False,North West
S809898,C101950,MKT2001,2025-05-25 15:10:33,Desktop,Paid Search,7,171,True,False,False,North Central
S809899,C101533,MKT2018,2025-11-16 13:07:57,Mobile,Paid Social,9,64,False,True,True,South South
S809900,C101260,MKT2018,2025-03-07 07:53:18,Mobile,Paid Social,9,82,False,True,True,South West
S809901,C100220,MKT2019,2025-08-26 21:58:03,Mobile,Paid Social,5,225,False,False,False,North Central
S809902,C100613,MKT2027,2025-05-27 05:33:34,Mobile,Paid Search,6,224,False,False,False,South South
S809903,C100409,MKT2011,09-11-2025,Desktop,Email,2,214,False,False,False,South South
S809904,C102126,MKT2011,2025-11-27,Desktop,Email,3,258,False,False,False,South West
S809905,C100329,,2025-10-26 05:53:08,Mobile,Email,7,70,False,True,False,North Central
S809906,C101662,MKT2025,2025-07-09,Mobile,Paid Social,4,237,False,True,False,South West
S809907,C102036,MKT2011,2025/01/07,Mobile,Email,6,322,True,False,False,North Central
S809908,C101264,MKT2013,2025-06-17 18:32:02,Mobile,Paid Social,3,310,False,False,False,South South
S809909,C100915,MKT2027,2025-09-16 08:50:47,Desktop,Paid Search,4,197,True,False,False,South South
S809910,C101768,MKT2009,2025-02-13 23:32:17,Mobile,Influencer,6,99999,True,False,False,North West
S809911,C100327,MKT2019,2025-08-26 15:17:33,Mobile,Paid Social,3,159,True,False,False,South West
S809912,C101611,MKT2035,2025-03-23 09:48:58,Desktop,Paid Search,7,250,True,False,False,South South
S809913,C102085,MKT2000,2025-08-19 03:22:53,Mobile,Paid Social,7,182,False,True,False,South South
S809914,C101867,MKT2024,2025-06-19 21:44:34,Mobile,Influencer,3,262,False,False,N,North West
S809915,C100109,MKT2025,2025-08-03 05:19:36,Mobile,Paid Social,7,344,False,True,False,South South
S809916,C102208,MKT2011,2025-05-26 08:39:45,Desktop,Email,4,206,False,False,False,South South
S809917,C100510,,2025-04-30 04:23:39,Tablet,Email,3,257,True,False,False,South West
S809918,C102091,MKT2027,2025-06-13 06:03:09,Mobile,Paid Search,2,119,True,False,False,North Central
S809919,C102107,MKT2011,2025-06-28 15:38:06,Mobile,Email,4,198,True,False,False,South West
S809920,C100506,MKT2025,2025-08-31 09:42:55,Mobile,Paid Social,5,8,False,False,False,South West
S809921,C102107,MKT2014,2025-07-23 06:33:09,Mobile,Paid Search,8,128,False,True,True,South West
S809922,C102267,MKT2010,2025-11-13 11:41:49,Desktop,Paid Search,3,8,True,False,False,South South
S809923,C100957,MKT2015,2025-08-25 11:59:46,Mobile,Paid Search,6,267,True,True,False,South South
S809924,C100952,MKT2009,"Sep 08, 2025",Mobile,Influencer,6,242,True,True,True,South South
S809925,C100810,MKT2024,2025-09-13 04:49:31,Mobile,Influencer,8,359,False,True,False,South West
S809926,C101273,,04-02-2025,Mobile,Email,5,274,False,False,False,North West
S809927,C102044,MKT2013,2025-02-14 11:00:10,Mobile,Paid Social,8,350,False,False,False,South East
S809928,C101265,MKT2013,"Aug 10, 2025",Mobile,Paid Social,4,239,False,True,False,South East
S809929,C101695,MKT2031,2025-06-14 07:55:51,Desktop,Paid Social,5,228,False,False,False,North West
S809930,C101898,,2025-01-24 04:04:24,Mobile,Direct,9,479,False,True,False,South West
S809931,C101970,MKT2025,2025-08-07 07:13:08,Mobile,Paid Social,3,487,False,False,False,South South
S809932,C100109,,2025-06-08 15:46:17,Tablet,Direct,7,243,False,False,False,South South
S809933,C100649,,2025-01-25 09:05:11,Desktop,Direct,7,77,False,True,True,North Central
S809934,C100116,MKT2005,2025-09-14 00:43:05,Mobile,Paid Social,7,231,False,False,False,South West
S809935,C100152,MKT2032,2025-11-02,Mobile,Paid Search,5,435,False,True,True,North West
S809936,C101997,MKT2017,2025-11-03 07:52:03,Desktop,Paid Social,2,398,True,False,False,North Central
S809937,C102189,MKT2027,2025-01-03 10:06:10,Mobile,Paid Search,6,184,True,False,False,South West
S809938,C100116,,2025-11-26,Mobile,Organic,5,375,False,True,True,South West
S809939,C100811,,2025-02-28 16:04:39,Mobile,Direct,9,152,False,False,False,North West
S809940,C101294,MKT2013,05-28-2025,Mobile,Paid Social,4,189,False,False,False,South West
S809941,C100154,MKT2025,2025-05-14 21:06:47,Mobile,Paid Social,-1,399,False,True,True,South West
S809942,C101671,MKT2006,2025-06-11 08:51:07,Mobile,Paid Social,3,390,True,False,False,South South
S809943,C100096,MKT2002,2025-10-16 01:01:59,Mobile,Paid Search,5,171,False,True,False,North West
S809944,C101353,,2025-02-05,Mobile,Referral,6,152,False,False,False,North West
S809945,C100987,MKT2003,05-09-2025,Mobile,Email,6,171,False,False,False,South West
S809946,C102197,MKT2009,2025/08/08,Tablet,Influencer,7,204,False,False,False,North Central
S809947,C100708,MKT2003,2025-08-15 00:46:43,Mobile,Email,10,173,False,True,True,South South
S809948,C101739,MKT2031,27/03/2025,Mobile,Paid Social,5,138,False,True,False,South West
S809949,C100699,MKT2006,2025-07-21 09:57:43,Desktop,Paid Social,7,325,False,True,False,North Central
S809950,C100742,,2025-10-19 09:01:46,Mobile,Direct,7,103,True,False,False,North Central
S809951,C100752,MKT2029,2025-01-08,Mobile,Paid Search,7,186,False,False,False,South West
S809952,C101767,MKT2021,2025-11-07 01:26:15,Tablet,Affiliate,7,248,False,True,False,North West
S809953,C100644,MKT2002,2025-09-01 09:46:18,Mobile,Paid Search,8,348,False,True,True,South East
S809954,C101048,MKT2002,2025-04-19 07:46:24,Mobile,Paid Search,5,8,False,True,True,South West
S809955,C100871,,2025-04-21 07:16:55,Mobile,Referral,6,205,True,False,False,South West
S809956,C101727,MKT2004,2025-11-23 08:24:25,Mobile,Affiliate,4,280,True,False,False,North West
S809957,C100770,MKT2017,2025-06-07 21:07:11,Mobile,Paid Social,2,217,False,True,False,North West
S809958,C100389,MKT2008,2025-07-09 12:10:28,Desktop,Paid Social,4,359,False,False,False,North West
S809959,C100835,MKT2022,2025-08-31 12:05:50,Mobile,Email,7,321,False,True,True,North Central
S809960,C101470,MKT2026,2025-01-02 04:11:40,Mobile,Paid Search,6,189,False,False,False,South West
S809961,C101123,MKT2006,2025-01-08 00:05:21,Mobile,Paid Social,4,170,False,True,False,North Central
S809962,C101142,MKT2005,2025-11-07 14:54:22,Mobile,Paid Social,6,130,False,True,True,South South
S809963,C101711,MKT2017,2025-03-24 10:54:49,Mobile,Paid Social,4,371,False,True,True,North Central
S809964,C100619,,2025-12-16 16:24:16,Mobile,Email,7,166,False,True,True,North West
S809965,C101538,,2025-03-25 08:34:31,Mobile,Direct,6,280,True,True,True,South West
S809966,C100413,MKT2028,2025-06-26 02:42:58,Mobile,Paid Search,5,358,False,False,False,South South
S809967,C102383,MKT2007,2025/01/18,Mobile,Influencer,4,198,True,False,False,South East
S809968,C101416,MKT2008,11-10-2025,Mobile,Paid Social,7,200,False,True,False,South West
S809969,C101369,MKT2022,2025-09-18 20:16:45,Tablet,Email,5,146,False,False,False,South East
S809970,C101654,MKT2025,2025-01-07 11:22:14,Mobile,Paid Social,2,133,True,False,False,North West
S809971,C100092,MKT2003,2025-10-18 14:46:30,Desktop,Email,5,270,False,False,False,South West
S809972,C101655,MKT2035,2025/01/05,Mobile,Paid Search,10,69,False,True,True,South West
S809973,C100282,,2025/07/04,Mobile,Referral,3,140,False,False,False,South West
S809974,C101339,MKT2020,2025-03-12 11:48:56,Desktop,Email,8,455,False,False,False,North Central
S809975,C100588,MKT2011,2025-03-26 11:53:47,Mobile,Email,8,299,False,False,False,North West
S809976,C100046,MKT2022,2025-06-10 00:28:14,Tablet,Email,1,117,True,False,False,South South
S809977,C101875,MKT2014,2025-03-02 00:50:49,Mobile,Paid Search,5,111,False,True,False,South South
S809978,C100243,,2025-02-17 21:02:08,Tablet,Referral,4,352,False,True,False,South East
S809979,C100914,MKT2011,2025-02-16 04:41:33,Mobile,Email,6,208,False,True,True,South West
S809980,C102390,MKT2009,2025-06-19 09:56:23,Tablet,Influencer,7,177,False,True,True,North West
S809981,C100119,MKT2035,2025-03-27 18:25:04,Desktop,Paid Search,6,173,False,False,False,South West
S809982,C100660,,2025/01/25,Mobile,Direct,5,355,True,False,False,North Central
S809983,C101410,MKT2009,2025-04-04,Desktop,Influencer,5,23,False,False,False,South West
S809984,C101686,MKT2000,2025-06-20 06:45:22,Mobile,Paid Social,6,273,False,False,False,South West
S809985,C100148,MKT2010,2025-03-12 02:12:49,Desktop,Paid Search,5,300,False,False,False,South West
S809986,C100238,MKT2003,2025-09-14 12:45:11,Mobile,Email,6,8,False,True,True,North West
S809987,C101152,,27/09/2025,Mobile,Email,8,128,False,True,False,South-West
S809988,C101277,MKT2023,2025-08-06 06:26:31,Mobile,Email,9,320,False,False,False,South West
S809989,C101182,MKT2026,2025-10-18 10:58:38,Mobile,Paid Search,7,293,False,True,False,North Central
S809990,C100597,MKT2016,2025-10-16 19:53:38,Mobile,Email,6,191,False,True,True,South West
S809991,C100336,MKT2023,2025-04-25 08:27:31,Desktop,Email,7,29,False,False,False,South West
S809992,C102222,,2025-02-07 09:18:14,Mobile,Referral,8,91,False,True,False,South West
S809993,C102379,MKT2029,2025-05-13 03:25:26,Mobile,Paid Search,7,377,True,True,True,North West
